clone_id,clone_size,clone_start_time,clone_end_time,clone_time_span,initial_cell_state,terminal_fate_entropy,terminal_lineage_entropy,clone_branch_count,clone_multilineage_score,clone_fate_diversification_index,clone_success_failure_split,clone_state_transition_entropy,early_to_late_fate_dispersion,terminal_sampling_depth,event_time_used,pre_event_cells,branch_window_condensation_exposure,global_centroid_condensation_exposure,same_lineage_centroid_condensation_exposure,alignment_exposure,fate_entropy_exposure,density_exposure,post_event_divergence_exposure,teacher_velocity_bias_exposure,two_phase_condensation_plus_entropy,two_phase_condensation_plus_divergence,uncertainty_plus_teacher_bias,local_alignment_exposure
1551,2,2.5,2.5,0.0,Unk_1,0.9999999999971146,0.9999999999971146,2,2,0.5,,0.9999999999971146,1.0,2,2.5,2,-1.0514328687735932,-1.9422102520416258,-2.484772813812339,0.9460156433122009,0.7408139109611511,1.0635980747508427,2.2841352870128357,0.48079262885446633,0.41125,0.39774999999999994,0.515,0.9460156433122009
1552,2,2.5,5.0,2.5,Baso/Eos,0.0,0.0,1,1,0.0,,0.0,0.0,1,2.5,2,-0.9640709930662139,-3.5165254684828353,-0.9640709930662139,0.47700187927713356,0.7692006528377533,1.2429187901791185,3.423124016776999,-0.10601782870212098,0.5275,0.8009999999999999,0.042,0.9540037585542671
1564,2,2.5,5.0,2.5,Ery/Meg,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2.5,2,-1.070188080769858,-2.931288005485672,-1.6270702068487477,0.4706174748912529,0.7906191945075989,0.9324186740959113,2.712478121364584,0.01743742686500426,0.273,0.457,0.34349999999999997,0.9412349497825058
1565,2,2.5,2.5,0.0,MEP,0.0,0.0,1,1,0.0,,0.0,0.0,2,2.5,2,-0.4537929049983429,-1.7486615246350565,-0.5057986785374337,0.9592233337400398,0.8267278373241425,1.813719065867632,1.9547445241527166,0.7024821963914092,0.71475,0.5725,0.6,0.9592233337400398
1582,2,2.5,2.5,0.0,MPP/GMP,0.9999999999971146,0.9999999999971146,2,2,0.5,,0.9999999999971146,1.0,2,2.5,2,-1.1499131439024914,-3.010773931194692,-1.5151802644224803,0.9192101651317928,0.6331175565719604,1.4981364813805325,3.293985008229285,0.6164054730242867,0.33875,0.6035,0.46375,0.9192101651317928
1636,2,5.0,5.0,0.0,Lym,0.0,0.0,1,1,0.0,,0.0,0.0,2,2.5,2,-1.4355124355960793,-2.7260068652470943,-1.5194762284537504,0.0,1.0,0.7485053529484458,2.7260068652470943,0.0,0.49075,0.34700000000000003,0.5425,0.0
1654,3,2.5,5.0,2.5,MPP,0.0,0.0,1,1,0.0,,0.9999999999972693,1.0,1,2.5,2,-0.8317451959906605,-1.2648370421348918,-0.8332499220068843,0.9631963594380015,0.7865231335163116,1.205897549516055,1.6589631552515904,0.5392672089810446,0.526,0.4015,0.52925,0.9631963594380015
1681,3,2.5,5.0,2.5,MEP,0.9999999999971146,0.9999999999971146,2,2,0.5,,0.9999999999972693,1.0,2,2.5,3,-1.0252109564863037,-2.4314768146514303,-1.403070636637999,0.3139868634575144,0.8887688914934794,1.078284534202466,2.392249705552182,0.07526735277012321,0.47050000000000003,0.52,0.4015,0.9419605903725432
1703,2,2.5,2.5,0.0,Neutro,0.0,0.0,1,1,0.0,,0.0,0.0,2,2.5,2,-0.8671321222129532,-3.800399477749907,-1.2970036734255794,0.7777413542799088,0.6520706117153168,1.3151842138230216,4.838151940782749,0.9568505812917552,0.4245,0.7749999999999999,0.57175,0.7777413542799088
1717,2,2.5,5.0,2.5,Lym,0.0,0.0,1,1,0.0,,0.0,0.0,1,2.5,2,-1.0122562371446338,-2.9918568647373665,-1.9491849061271864,0.4872955362607345,0.8428807556629181,1.0221926570173794,2.9782815259332898,0.1743055743299948,0.44199999999999995,0.508,0.4245,0.974591072521469
