clone_id,clone_size,clone_start_time,clone_end_time,clone_time_span,initial_cell_state,terminal_fate_entropy,terminal_lineage_entropy,clone_branch_count,clone_multilineage_score,clone_fate_diversification_index,clone_success_failure_split,clone_state_transition_entropy,early_to_late_fate_dispersion,terminal_sampling_depth,event_time_used,pre_event_cells,branch_window_condensation_exposure,global_centroid_condensation_exposure,same_lineage_centroid_condensation_exposure,alignment_exposure,fate_entropy_exposure,density_exposure,post_event_divergence_exposure,teacher_velocity_bias_exposure,two_phase_condensation_plus_entropy,two_phase_condensation_plus_divergence,uncertainty_plus_teacher_bias,local_alignment_exposure
1004,2,4.0,6.0,2.0,Neutrophil,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2,2,-2.0901269864395275,-4.263354712380479,-2.0901269864395275,0.4868379166935566,0.47805172156472386,1.272184505278585,4.495149252136859,0.4548951752028722,0.32458333333333333,0.3656666666666667,0.45849999999999996,0.4868379166935566
1062,3,2.0,6.0,4.0,Mast,0.9999999999971146,0.9999999999971146,2,2,0.5,,0.9182958340516042,1.0,2,2,3,-1.0339834544046689,-4.019699551789569,-1.0339834544046689,0.31736571916158973,0.3793842189998015,17.75102243566919,3.8466520536304833,-0.030614316878715506,0.3486666666666667,0.30100000000000005,0.21566666666666667,0.9520971574847692
1070,4,4.0,6.0,2.0,Erythroid,0.9182958340516042,0.9182958340516042,2,2,0.33333333333333337,,0.8112781244562475,1.0,3,2,4,-0.9496459446006873,-4.1843054738944305,-0.9496459446006873,0.24592492343467975,0.3653919838544634,10.769464081262047,4.352943248451257,0.20520241617694795,0.46554166666666663,0.576,0.29541666666666666,0.24592492343467975
1108,2,2.0,2.0,0.0,Baso,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-1.1220795288168657,-3.686754309226507,-1.1220795288168657,0.9914327007365819,0.7378081381320953,7.022088746940452,3.340852615378251,0.5695216235722185,0.5878333333333333,0.3203333333333333,0.5958333333333333,0.9914327007365819
1157,2,6.0,6.0,0.0,Erythroid,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-0.8531732260612999,-4.0311094397597715,-0.8531732260612999,0.0,0.2626495351628339,5.820521088755479,4.0311094397597715,0.0,0.3546666666666667,0.5338333333333334,0.18466666666666667,0.0
1158,2,4.0,6.0,2.0,Baso,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2,2,-0.40351626315370936,-3.8607028240181367,-0.40351626315370936,0.49522707869506244,0.4776760036863822,14.982582866713518,3.9135626271592496,0.3325792224961129,0.5580833333333334,0.5715,0.39216666666666666,0.49522707869506244
1180,2,4.0,4.0,0.0,Baso,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-0.8849566672586092,-3.473437872032065,-0.8849566672586092,0.976591780477716,0.6719512343406677,1.5629194931034465,3.774054414174431,0.6595713097696603,0.533,0.4155,0.5545,0.976591780477716
1209,2,2.0,2.0,0.0,undiff,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-1.8611262490437732,-2.0306415079053974,-1.8611262490437732,0.9909802179011389,0.9262885749340057,3.4114340264803182,3.000238737402075,0.90389754017333,0.6033333333333333,0.2068333333333333,0.8781666666666668,0.9909802179011389
1221,2,2.0,4.0,2.0,Baso,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-1.0068713335848467,-3.5459515298111643,-1.0068713335848467,0.9859637460674578,0.7162081301212311,4.637463744939007,3.4150362053675476,0.6685905233013694,0.634,0.3873333333333333,0.606,0.9936956131609529
1243,3,4.0,6.0,2.0,undiff,0.0,0.0,1,1,0.0,,0.9182958340516042,1.0,1,2,3,-2.6504667446769923,-4.308217134539901,-2.6504667446769923,0.5458029482748202,0.5073788063471806,9.340233436635481,4.562558534389267,0.5512408521773429,0.3915,0.45555555555555555,0.5061111111111111,0.5458029482748202
1245,3,2.0,4.0,2.0,Monocyte,0.9182958340516042,0.9182958340516042,2,2,0.33333333333333337,,0.9182958340516042,1.0,3,2,2,-21.381436764888328,-22.703508677081487,-21.381436764888328,0.3136471130693812,0.8653286397457123,0.059216694196209174,22.873742037900772,0.9905425226390845,0.43566666666666665,0.5006666666666666,0.9318333333333334,0.3136471130693812
1260,2,2.0,6.0,4.0,undiff,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2,2,-1.4134039877212428,-2.7911202976010285,-1.4134039877212428,0.4822699561605486,0.595483451596691,5.656579773308542,3.1904565115980463,0.4444776513564243,0.554,0.12466666666666666,0.8666666666666667,0.9645399123210971
1261,2,4.0,6.0,2.0,Neutrophil,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2,2,-2.609291559189539,-6.485915442166622,-2.609291559189539,0.43431526836980083,0.47812002848763646,37.98759081830034,6.977001603535615,0.4715113339387266,0.4509166666666667,0.7098333333333333,0.4858333333333333,0.43431526836980083
1265,2,2.0,2.0,0.0,Neutrophil,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-0.9709582078815513,-3.90512908151069,-0.9709582078815513,0.9675996407616156,0.7162706255912781,2.6994343360706288,4.251246510323128,0.007710509044037243,0.6078333333333333,0.5443333333333333,0.45166666666666666,0.9675996407616156
1302,2,4.0,6.0,2.0,Baso,0.0,0.0,1,1,0.0,,0.0,0.0,1,2,2,-1.0940578490634059,-3.5943317618979465,-1.0940578490634059,0.4954105720642589,0.47630462001939,20.507607198968227,3.861516518271208,0.3817039937106427,0.4325833333333333,0.4455,0.4086666666666667,0.4954105720642589
1304,2,4.0,4.0,0.0,Mast,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-1.6868333804726545,-3.937507791605533,-1.6868333804726545,0.9124184332398455,0.6340126693248749,3.668714683943614,3.7603463581072814,0.37078158324500543,0.39016666666666666,0.3031666666666667,0.4565,0.9124184332398455
1313,2,4.0,4.0,0.0,Meg,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-0.9962750818587335,-4.0889483229926675,-0.9962750818587335,0.9605696660817695,0.6686083376407623,4.560657404173078,3.9559674498794335,0.7800233816365363,0.5258333333333334,0.495,0.6065,0.9605696660817695
1317,2,2.0,6.0,4.0,undiff,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2,2,-2.303710223992498,-4.081386452629497,-2.303710223992498,0.375448167951838,0.5369623596586722,10.176314748847865,4.320935925011032,0.4323085683848258,0.45,0.392,0.7783333333333333,0.750896335903676
1325,3,4.0,6.0,2.0,Baso,0.0,0.0,1,1,0.0,,0.9182958340516042,1.0,1,2,3,-0.5385073122989009,-3.733574560278299,-0.5385073122989009,0.6587319385465825,0.5243839816992771,6.875757381791195,3.9637930167654716,0.3982690035857022,0.5369444444444444,0.5497777777777778,0.41100000000000003,0.6587319385465825
1370,3,4.0,4.0,0.0,Baso,0.0,0.0,1,1,0.0,,0.0,0.0,3,2,3,-0.2667047748296303,-3.347129868328185,-0.2667047748296303,0.9890060171144577,0.6918005545934042,4.609764924331387,3.481640178022746,0.6414569387210912,0.7105555555555556,0.5134444444444445,0.5854444444444445,0.9890060171144577
1379,2,6.0,6.0,0.0,Ccr7_DC,0.0,0.0,1,1,0.0,,0.0,0.0,2,2,2,-0.1295253336429596,-4.702525301621599,-0.1295253336429596,0.0,0.2626495351628339,26.97264568398236,4.702525301621599,0.0,0.5323333333333333,0.7945,0.18466666666666667,0.0
1436,2,4.0,6.0,2.0,pDC,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2,2,-0.19094864993415145,-5.105754649678769,-0.19094864993415145,0.4994843152344134,0.487516253701641,34.634775379201336,5.140366680649365,0.43777513221844316,0.64225,0.8138333333333334,0.4526666666666666,0.4994843152344134
1470,2,4.0,6.0,2.0,Meg,0.0,0.0,1,1,0.0,,0.0,0.0,1,2,2,-0.5183647912248246,-3.951331542830818,-0.5183647912248246,0.4890905858196095,0.46422657322068395,15.81605729566351,3.9477051463033526,0.3297629326371094,0.4934166666666667,0.5616666666666668,0.36183333333333334,0.4890905858196095
