stage,stage_num,cell_type,devvcell_system,perturbation,rescuer_perturbation,source_response_norm,rescuer_response_norm,optimal_rescuer_dose,minimal_rescue_cost,rescue_fraction,source_transfer_confidence,rescuer_transfer_confidence,response_recovery_class,recovery_cost,off_manifold_score
Theiler stage 22,22.0,myeloid suppressor cell,hematopoietic,KO_TBX6,RA_hGas_120h,0.5832365110372548,0.6935478724761587,0.09108557695184476,0.5798052258557542,0.005883179664795457,0.42707643809227397,0.42707643809227397,reversible_response,1.1126035985887965,1.1126035985887965
Theiler stage 23,23.0,central nervous system macrophage,hematopoietic,KO_TBX6,RA_hGas_120h,0.5832372156581918,0.6935487103666929,0.09108557695184478,0.5798059263312796,0.005883179664795457,0.42707695405277074,0.42707695405277074,reversible_response,1.0902292147025898,1.0902292147025898
Theiler stage 23,23.0,sensory neuron of dorsal root ganglion,neural,RA_hGas_120h,KO_TBX6,0.5835248294210021,0.49071304104795416,0.1287991789613939,0.5800918480106494,0.005883179664795235,0.3593258887779086,0.3593258887779086,reversible_response,0.996698929778282,0.996698929778282
Theiler stage 18,18.0,Kupffer cell,hematopoietic,KO_PAX3,RA_hGas_120h,0.5810997418973143,1.0118171971951033,0.02881297076880622,0.5803679745148275,0.001259280171244881,0.6230619424089536,0.6230619424089536,reversible_response,1.037228291141146,1.037228291141146
Theiler stage 26,26.0,neuron,neural,KO_TBX6,RA_hGas_120h,0.58428186075148,0.6947909360645563,0.09108557695184477,0.5808444255897981,0.005883179664795457,0.427841898114175,0.427841898114175,reversible_response,1.1190196118782092,1.1190196118782092
Theiler stage 16,16.0,Cajal-Retzius cell,neural,KO_PAX3,RA_hGas_120h,0.581598840378521,1.0126862329044122,0.028812970768806217,0.5808664444912134,0.001259280171244881,0.623597081640196,0.623597081640196,reversible_response,1.0384027623429435,1.0384027623429437
Theiler stage 21,21.0,retinal progenitor cell,neural,KO_PAX3,RA_hGas_120h,0.5818602863209326,1.0131414654257778,0.028812970768806206,0.5811275611999337,0.001259280171244992,0.6238774070386929,0.6238774070386929,reversible_response,1.0309823962614693,1.0307446014771626
Theiler stage 27,27.0,retinal bipolar neuron,neural,KO_PAX3,RA_hGas_120h,0.5824294802938501,1.014132552168404,0.028812970768806213,0.5816960383981675,0.001259280171244992,0.6244877034762986,0.6244877034762986,reversible_response,1.0398858099742432,1.0280562840809435
Theiler stage 27,27.0,cranial motor neuron,neural,KO_PAX3,RA_hGas_120h,0.5832375266515336,1.0155395312838404,0.028812970768806203,0.5825030671990955,0.0012592801712447699,0.6253541002355382,0.6253541002355382,reversible_response,1.0413285184386785,1.0413285184386782
Theiler stage 22,22.0,Purkinje cell,neural,KO_PAX3,RA_hGas_120h,0.5832395724995669,1.0155430935367096,0.028812970768806213,0.5825051104708328,0.001259280171245103,0.6253562938177367,0.6253562938177367,reversible_response,1.0413321711527166,1.0413321711527166
Theiler stage 21,21.0,GABAergic neuron,neural,KO_PAX3,RA_hGas_120h,0.5833435729006382,1.015724180167338,0.02881297076880621,0.5826089799062613,0.001259280171244881,0.6254678042646202,0.6254678042646202,reversible_response,1.041517856364343,1.033149117171134
Theiler stage 25,25.0,fibroblast,mesoderm,KO_PAX3,RA_hGas_120h,0.5834457489264852,1.015902090175963,0.028812970768806227,0.5827110272638649,0.001259280171244881,0.6255773585950419,0.6255773585950419,reversible_response,1.0417002842856498,1.0312208518865853
Theiler stage 27,27.0,retinal ganglion cell,neural,KO_TBX6,RA_hGas_120h,0.5862925131220935,0.6971818763564255,0.0910855769518448,0.5828432489312718,0.005883179664795457,0.42931420349361066,0.42931420349361066,reversible_response,1.122870423595164,1.1228704235951639
Theiler stage 22,22.0,megakaryocyte,hematopoietic,KO_TBX6,RA_hGas_120h,0.5863958958230109,0.6973048125082527,0.09108557695184478,0.5829460234131855,0.005883179664795346,0.42938990574275415,0.42938990574275415,reversible_response,1.123068422673394,1.123068422673394
Theiler stage 21,21.0,melanocyte,neural,KO_PAX3,RA_hGas_120h,0.5840990837999952,1.0170396839707672,0.028812970768806217,0.5833635394057236,0.0012592801712447699,0.6262778718907519,0.6262778718907519,reversible_response,1.0420624272888577,1.0345856606710866
Theiler stage 16,16.0,olfactory receptor cell,neural,KO_PAX3,RA_hGas_120h,0.5841096241522432,1.0170580369468571,0.028812970768806227,0.5833740664847149,0.001259280171244992,0.6262891733797593,0.6262891733797593,reversible_response,1.042885585597168,1.042885585597168
Theiler stage 21,21.0,retinal ganglion cell,neural,KO_PAX3,RA_hGas_120h,0.5850219800721101,1.0186466410076163,0.02881297076880623,0.5842852734928629,0.001259280171244992,0.6272674120720441,0.6272674120720441,reversible_response,1.0445145312580864,1.0445145312580866
Theiler stage 24,24.0,cranial motor neuron,neural,KO_TBX6,RA_hGas_120h,0.5882608246854242,0.699522467645353,0.09108557695184478,0.5847999805640391,0.005883179664795346,0.43075550470780954,0.43075550470780954,reversible_response,1.126640143981179,1.1266401439811793
Theiler stage 20,20.0,granulocyte,hematopoietic,KO_TBX6,RA_hGas_120h,0.5897512742046486,0.7012948156954651,0.09108557695184478,0.5862816615009606,0.005883179664795346,0.4318468902088554,0.4318468902088554,reversible_response,1.1294946605331413,1.1294946605331413
Theiler stage 26,26.0,melanocyte,neural,KO_PAX3,RA_hGas_120h,0.5870569666691834,1.0221899818259368,0.028812970768806224,0.5863176974716655,0.001259280171245214,0.6294493485117485,0.6294493485117485,reversible_response,1.0481478529860946,1.0425199765431208
Theiler stage 21,21.0,perineuronal satellite cell,neural,KO_PAX3,RA_hGas_120h,0.587276163788952,1.0225716502373414,0.028812970768806213,0.5865366185608477,0.001259280171244992,0.6296843742282763,0.6296843742282763,reversible_response,1.0465182001301827,1.0465182001301827
Theiler stage 25,25.0,erythroid progenitor cell,hematopoietic,KO_TBX6,RA_hGas_120h,0.5909263597764672,0.7026921529384009,0.0910855769518448,0.5874498338332387,0.005883179664795568,0.43270734964678303,0.43270734964678303,reversible_response,1.1317451904380216,1.127156530177981
Theiler stage 20,20.0,osteoblast,mesoderm,KO_PAX3,RA_hGas_120h,0.5891732786279894,1.0258749272495196,0.028812970768806224,0.5884313444007856,0.001259280171245325,0.6317184829558488,0.6317184829558488,reversible_response,1.0519263752791812,1.0519263752791812
Theiler stage 23,23.0,fibroblast,mesoderm,KO_PAX3,RA_hGas_120h,0.5895962478195999,1.0266114058109415,0.02881297076880623,0.5888537809556801,0.001259280171245103,0.6321719954720366,0.6321719954720366,reversible_response,1.0526815562500862,1.0526815562500864
Theiler stage 18,18.0,spiral ganglion neuron,neural,KO_TBX6,RA_hGas_120h,0.5935752834010088,0.705842084928916,0.09108557695184476,0.5900831733641788,0.005883179664795457,0.4346470307966063,0.4346470307966063,reversible_response,1.1368184225291516,1.1368184225291516
Theiler stage 25,25.0,astrocyte,neural,KO_TBX6,RA_hGas_120h,0.5938379308751861,0.7061544086491902,0.09108557695184477,0.590344275636077,0.005883179664795346,0.43483935508636323,0.43483935508636323,reversible_response,1.1373214463167403,1.1373214463167403
Theiler stage 17,17.0,neural progenitor cell,neural,KO_PAX3,RA_hGas_120h,0.5911403608965511,1.0293000323117414,0.028812970768806238,0.5903959495616515,0.001259280171244881,0.63382761158001,0.63382761158001,reversible_response,1.0554384587284897,1.0381390948353648
Theiler stage 20,20.0,spiral ganglion neuron,neural,RA_hGas_120h,KO_TBX6,0.593956394685672,0.49948542716731686,0.1287991789613939,0.5904620425026821,0.005883179664795346,0.36574949111851757,0.36574949111851757,reversible_response,1.0145167318853923,1.0145167318853923
Theiler stage 12,12.0,hypothalamus cell,neural,KO_PAX3,RA_hGas_120h,0.5913672534382881,1.0296951000756598,0.028812970768806224,0.5906225563821097,0.001259280171244881,0.6340708884180123,0.6340708884180123,reversible_response,1.055843558989593,1.055843558989593
Theiler stage 15,15.0,GABAergic neuron,neural,KO_PAX3,RA_hGas_120h,0.5916365689389556,1.0301640351575387,0.028812970768806227,0.5908915327391073,0.001259280171244992,0.6343596516489489,0.6343596516489489,reversible_response,1.0563244023827003,1.0563244023827003
Theiler stage 22,22.0,retinal progenitor cell,neural,KO_PAX3,RA_hGas_120h,0.5916665664612261,1.030216267169908,0.028812970768806248,0.5909214924860928,0.001259280171244992,0.6343918153433128,0.6343918153433128,reversible_response,1.0409943438936258,1.0409943438936258
Theiler stage 24,24.0,retinal cone cell,neural,KO_TBX6,RA_hGas_120h,0.5945143500206813,0.7069587634013063,0.09108557695184477,0.5910167152862106,0.005883179664795457,0.4353346647486507,0.4353346647486507,reversible_response,1.1386169277282043,1.1386169277282043
Theiler stage 26,26.0,megakaryocyte,hematopoietic,KO_TBX6,RA_hGas_120h,0.5945621781507563,0.707015637580529,0.0910855769518448,0.5910642620348033,0.005883179664795346,0.4353696870201417,0.4353696870201417,reversible_response,1.1387085284078566,1.1387085284078566
