perturbation,external_cell_type,stage,stage_num,cell_type,devvcell_system,transfer_confidence,response_norm,source_response_norm,transfer_method,response_latent_01,response_latent_02,response_latent_03,response_latent_04,response_latent_05,response_latent_06
Zbtb16,RDEG-derived,Theiler stage 13,13,neural_response_axis,rdeg_proxy,1.0,0.8209996046011268,0.8209996046011268,rdeg_proxy_quick,-0.000836041668662781,0.8209996046011268,-0.0,0.07224070625713316,0.28218439712602417,0.2774906074074148
Satb1,RDEG-derived,Theiler stage 13,13,neural_response_axis,rdeg_proxy,1.0,0.8131721882751121,0.8131721882751121,rdeg_proxy_quick,-0.0008063235576264328,0.8131721882751121,-0.079711634029075,0.07167301791066143,0.28251261215208123,0.27496606497943943
Otx2,RDEG-derived,Theiler stage 13,13,neural_response_axis,rdeg_proxy,1.0,0.812737643948643,0.812737643948643,rdeg_proxy_quick,-0.0007419478485826259,0.812737643948643,-0.0,0.071641502307059,0.2644081536878877,0.27482591329421974
Prdm16,RDEG-derived,Theiler stage 13,13,neural_response_axis,rdeg_proxy,1.0,0.8084556073826333,0.8084556073826333,rdeg_proxy_quick,-0.0006074341235216415,0.8084556073826333,-0.0,0.0713309448821766,0.22859620690280696,0.2734448467278349
Dach2,RDEG-derived,Theiler stage 13,13,neural_response_axis,rdeg_proxy,1.0,0.8045872246875431,0.8045872246875431,rdeg_proxy_quick,-0.0008996288082562304,0.8045872246875431,-0.18266535659595373,0.07105038796732373,0.27783008833503436,0.2721971941392095
Hoxd4,RDEG-derived,Theiler stage 13,13,neural_response_axis,rdeg_proxy,1.0,0.7809735063247889,0.7809735063247889,rdeg_proxy_quick,-0.0007983574073295975,0.7809735063247889,-0.0,0.06933778802718149,0.2587248771631885,0.2645811646083787
Rorb,RDEG-derived,Theiler stage 13,13,neural_response_axis,rdeg_proxy,1.0,0.7385817292367952,0.7385817292367952,rdeg_proxy_quick,-0.0006153019960038209,0.7385817292367952,-0.0,0.06626329743708734,0.1975614372883124,0.25090872974628614
Satb2,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,1.174919191031786,1.174919191031786,rdeg_proxy_quick,-0.0023224644153378724,1.174919191031786,-0.04855811060098744,0.0,0.4206654303282767,0.2937297977579465
Rfx4,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,1.0849336891382049,1.0849336891382049,rdeg_proxy_quick,-0.0026671160780824365,1.0849336891382049,-0.08368094157019161,0.0,0.3781238506921752,0.2712334222845512
Eya1,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,1.0702294561022625,1.0702294561022625,rdeg_proxy_quick,-0.0011124982719775082,1.0702294561022625,-0.013556425831946281,0.0,0.22447193024788376,0.2675573640255656
Lef1,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,1.0568877954875415,1.0568877954875415,rdeg_proxy_quick,-0.00127536569139915,1.0568877954875415,-0.0,0.0,0.24245047199761466,0.2642219488718854
Prox1,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,1.0280658730270429,1.0280658730270429,rdeg_proxy_quick,-0.0010182005935348455,1.0280658730270429,-0.0,0.0,0.21213488509829154,0.2570164682567607
Eya4,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,1.000461458398992,1.000461458398992,rdeg_proxy_quick,-0.0015024773601907875,1.000461458398992,-0.0,0.0,0.29627998293675634,0.250115364599748
Glis3,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,0.991185763251859,0.991185763251859,rdeg_proxy_quick,-0.0011694211803841906,0.991185763251859,-0.0,0.0,0.23127831962194648,0.24779644081296476
Pax3,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,0.9891033782845662,0.9891033782845662,rdeg_proxy_quick,-0.002098608613014186,0.9891033782845662,-0.0,0.0,0.3066900813556592,0.24727584457114155
Nrg1,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,0.9889468999572174,0.9889468999572174,rdeg_proxy_quick,-0.0015175018273293449,0.9889468999572174,-0.0,0.0,0.2528872282657293,0.24723672498930435
Zbtb16,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,0.9694285619765246,0.9694285619765246,rdeg_proxy_quick,-0.0015526488132308791,0.9694285619765246,-0.0,0.0,0.28218439712602417,0.24235714049413115
Satb1,RDEG-derived,Theiler stage 14,14,neural_response_axis,rdeg_proxy,1.0,0.9616011456505098,0.9616011456505098,rdeg_proxy_quick,-0.0014974580355919468,0.9616011456505098,-0.079711634029075,0.0,0.28251261215208123,0.24040028641262745
