source_lineage,target_lineage,mass,source_time,target_time
cluster_res3_15,cluster_res3_4,9.381490235682577e-05,7.0,10.0
cluster_res3_15,cluster_res3_7,0.0019938445184379816,7.0,10.0
cluster_res3_15,cluster_res3_8,0.00893355906009674,7.0,10.0
cluster_res3_16,cluster_res3_0,0.0003324415592942387,7.0,10.0
cluster_res3_16,cluster_res3_1,0.0005863392725586891,7.0,10.0
cluster_res3_16,cluster_res3_11,0.0004172448825556785,7.0,10.0
cluster_res3_16,cluster_res3_12,0.00152414885815233,7.0,10.0
cluster_res3_16,cluster_res3_14,0.00013965154357720166,7.0,10.0
cluster_res3_16,cluster_res3_15,0.0007034175214357674,7.0,10.0
cluster_res3_16,cluster_res3_16,0.0006290426827035844,7.0,10.0
cluster_res3_16,cluster_res3_18,1.513526748375682e-09,7.0,10.0
cluster_res3_16,cluster_res3_19,0.0032076584175229073,7.0,10.0
cluster_res3_16,cluster_res3_20,0.0025036560837179422,7.0,10.0
cluster_res3_16,cluster_res3_21,0.0008739810436964035,7.0,10.0
cluster_res3_16,cluster_res3_23,0.00036604650085791945,7.0,10.0
cluster_res3_16,cluster_res3_3,5.2008035709150136e-06,7.0,10.0
cluster_res3_16,cluster_res3_4,0.00015875775716267526,7.0,10.0
cluster_res3_16,cluster_res3_7,0.000308749673422426,7.0,10.0
cluster_res3_16,cluster_res3_8,0.013243667781352997,7.0,10.0
cluster_res3_17,cluster_res3_0,4.350527160568163e-05,7.0,10.0
cluster_res3_17,cluster_res3_1,3.974376886617392e-05,7.0,10.0
cluster_res3_17,cluster_res3_11,1.3581623534264509e-05,7.0,10.0
cluster_res3_17,cluster_res3_12,4.01451734433067e-06,7.0,10.0
cluster_res3_17,cluster_res3_14,6.301936537056463e-06,7.0,10.0
cluster_res3_17,cluster_res3_15,2.9766054012725363e-06,7.0,10.0
cluster_res3_17,cluster_res3_16,0.0021255086176097393,7.0,10.0
cluster_res3_17,cluster_res3_18,8.004035656483666e-09,7.0,10.0
cluster_res3_17,cluster_res3_19,0.004756199661642313,7.0,10.0
cluster_res3_17,cluster_res3_20,0.0003265902050770819,7.0,10.0
cluster_res3_17,cluster_res3_21,4.026799615530763e-06,7.0,10.0
cluster_res3_17,cluster_res3_23,7.83677569415886e-06,7.0,10.0
cluster_res3_17,cluster_res3_3,0.0003328134189359844,7.0,10.0
cluster_res3_17,cluster_res3_4,2.3896285483715474e-07,7.0,10.0
