tf,system_or_cell_type,system_process,ot_grn_evidence_score,n_system_specific_edges,sum_abs_system_weight,mean_abs_system_weight,max_abs_system_weight,n_positive_edges,n_negative_edges,top_system_targets,biological_process_proxy,grn_n_direct_targets,grn_mean_abs_weight,top_grn_targets,global_effect_score,developmental_delay_score,mean_temporal_sensitivity,peak_sensitivity_stage,peak_sensitivity,mutual_information,p_value,significant,mean_out_degree,mass_shift_mean
Mef2c,muscle precursor cell,mesoderm-to-muscle precursor specification,0.2550533236779295,9,0.6620608419179913,0.0735623157686657,0.0973657891154289,8,1,Egfr(+0.097); 4930544I03Rik(+0.096); Spon1(+0.092); Prdm1(+0.092); Ebf1(+0.069); Foxn4(+0.061); Eya2(+0.058); Kcnk13(+0.058),mesoderm-to-muscle precursor specification; neural regionalization; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.07915180000000001,"Traf3ip3(activator,0.084); Ppl(activator,0.081); Lipc(activator,0.080); Itgal(activator,0.080); Hpn(activator,0.079); Ccdc92b(activator,0.078); Cdkn1a(activator,0.078); Pstpip2(activator,0.078)",0.00662112981081,0.0009509221999906,,,,0.0137033647939257,0.984,False,8.25,14471.658798217772
Runx1,myoblast,myogenic commitment and skeletal muscle differentiation,0.2538178274712786,7,0.5606485232710836,0.08009264618158338,0.1076640635728836,7,0,Eya4(+0.108); Pdzrn4(+0.080); Stat1(+0.078); Vwa3a(+0.076); Igsf6(+0.075); Skap1(+0.073); Igf1(+0.071),myogenic commitment and skeletal muscle differentiation,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Ebf1,neural cell,neural patterning / neuronal differentiation,0.2513397379116549,3,0.1700106114149092,0.05667020380496973,0.0646624490618705,3,0,Lhx6(+0.065); Pecam1(+0.060); Nr1h5(+0.046),neural patterning / neuronal differentiation,10,0.0721684,"Lhx6(activator,0.082); Gp5(activator,0.080); Abcb1a(activator,0.079); Grem2(activator,0.072); Adgrf5(activator,0.072); 4930578C19Rik(activator,0.070); Nxph2(activator,0.070); Arhgap36(activator,0.068)",0.0096595603972673,0.0012478495482355,,,,0.0404811780569391,0.104,False,10.25,32549.20524597168
Runx2,muscle precursor cell,mesoderm-to-muscle precursor specification,0.24868703287826321,8,0.5509539805352685,0.06886924756690856,0.0774456784129142,8,0,A830018L16Rik(+0.077); Pdzrn4(+0.074); Sftpb(+0.073); Sparcl1(+0.071); Gm14858(+0.069); Lmx1b(+0.066); Slc1a3(+0.062); Angpt1(+0.059),mesoderm-to-muscle precursor specification; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.08400139999999999,"Ly6g6f(activator,0.088); Dennd2c(activator,0.087); Dpp10(activator,0.087); Cd200r1(activator,0.086); Pcdh11x(activator,0.084); Scn9a(activator,0.082); Lrfn5(activator,0.082); C1qtnf7(activator,0.082)",0.0014594916719943,0.000288896728307,,,,0.031046631816653,0.248,False,8.25,1413.4042205810547
Nr3c2,muscle precursor cell,mesoderm-to-muscle precursor specification,0.24858416305502007,7,0.4344698041677472,0.06206711488110674,0.0977992415428161,7,0,Eya2(+0.098); mt-Nd2(+0.097); Igf1(+0.058); Slc1a3(+0.055); St6galnac5(+0.046); Pcsk5(+0.046); Pax3(+0.035),mesoderm-to-muscle precursor specification; neural regionalization,10,0.0916761,"Adcy8(activator,0.108); Pde4b(activator,0.103); Gm29478(activator,0.093); Cntn1(activator,0.091); Adgrg6(activator,0.091); Chl1(activator,0.089); Gm29521(activator,0.087); Slc1a2(activator,0.087)",0.0050551728345453,0.0007872845162637,,,,0.0312170358182601,0.242,False,8.5,3678.095657348633
Ebf3,myoblast,myogenic commitment and skeletal muscle differentiation,0.24842391523461385,6,0.46449016034603113,0.07741502672433852,0.1183895468711853,6,0,Frem1(+0.118); Aim2(+0.071); Slc1a3(+0.071); Ets1(+0.070); 9130410C08Rik(+0.070); Myl7(+0.065),myogenic commitment and skeletal muscle differentiation; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.082778,"Kcnd2(activator,0.117); Cdh8(activator,0.086); Slc6a5(activator,0.081); Tbx3os1(activator,0.081); Gabrp(activator,0.080); Iqcj(activator,0.078); Prrx1(activator,0.077); St18(activator,0.077)",0.0026569375768303,0.000410626467783,,,,0.0282783685474151,0.404,False,10.125,480.12156677246094
Foxo3,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.24785001337759402,3,0.2289113216102121,0.0763037738700707,0.0975432097911834,2,1,Satb1(+0.098); Stat1(+0.078); Adam12(-0.054),hematopoietic progenitor maintenance and lineage choice; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.0896083,"Thsd7a(repressor,0.100); Opcml(activator,0.095); Cpne4(activator,0.092); Cdh20(activator,0.091); Hck(activator,0.091); Coq8a(activator,0.087); Rnf213(activator,0.086); Ehhadh(activator,0.085)",0.0076123396866023,0.0014094278449192,,,,0.0478752014594719,0.028,True,7.375,11142.438095092772
Runx1,myotube,muscle fiber maturation,0.24609658404780058,7,0.5342784523963925,0.07632549319948465,0.0912929847836494,7,0,Tbx15(+0.091); Trim30a(+0.081); Col4a4(+0.079); Kcnk13(+0.071); Bcl6(+0.071); Sp100(+0.070); Gm28826(+0.070),muscle fiber maturation; myogenic / mesoderm morphogenesis,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Ebf3,cardiac muscle cell,cardiac muscle differentiation,0.24439937479106497,6,0.4507452994585034,0.07512421657641723,0.0816682055592536,6,0,Gata1(+0.082); Erg(+0.079); Cpa6(+0.075); Stat4(+0.072); Rhbdl3(+0.072); Bcl6(+0.071),cardiac muscle differentiation; hematopoietic / erythroid regulation,10,0.082778,"Kcnd2(activator,0.117); Cdh8(activator,0.086); Slc6a5(activator,0.081); Tbx3os1(activator,0.081); Gabrp(activator,0.080); Iqcj(activator,0.078); Prrx1(activator,0.077); St18(activator,0.077)",0.0026569375768303,0.000410626467783,,,,0.0282783685474151,0.404,False,10.125,480.12156677246094
Runx1,primitive erythroid progenitor,primitive erythroid differentiation,0.24416042389896322,9,0.5276659578084942,0.05862955086761047,0.0700022131204605,9,0,Gm15720(+0.070); P2ry14(+0.067); Gm26574(+0.065); Pde11a(+0.060); F10(+0.060); Ets1(+0.057); Pdgfd(+0.057); Tcf7(+0.056),primitive erythroid differentiation; Wnt/FGF signaling,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Ebf2,cardiac muscle cell,cardiac muscle differentiation,0.2438016745349564,3,0.22273022681474672,0.0742434089382489,0.0773142725229263,3,0,Pou4f1(+0.077); Gata1(+0.073); Erg(+0.073),cardiac muscle differentiation; hematopoietic / erythroid regulation,10,0.0848092,"Mecom(activator,0.105); Gm44536(activator,0.100); Otx2(activator,0.093); Six3os1(activator,0.086); Coq8a(repressor,0.080); Dlk1(activator,0.080); Cntn6(activator,0.078); Sv2c(repressor,0.077)",0.0061583998613059,0.0009722698596306,,,,0.0305167033138769,0.364,False,12.375,5131.910202026367
Nr3c2,myotube,muscle fiber maturation,0.24292943202407735,5,0.41515741497278186,0.08303148299455637,0.0892857611179351,5,0,Ifi203(+0.089); Itgb6(+0.088); Il34(+0.085); Gm43298(+0.083); Gm28826(+0.070),muscle fiber maturation; hematopoietic / erythroid regulation,10,0.0916761,"Adcy8(activator,0.108); Pde4b(activator,0.103); Gm29478(activator,0.093); Cntn1(activator,0.091); Adgrg6(activator,0.091); Chl1(activator,0.089); Gm29521(activator,0.087); Slc1a2(activator,0.087)",0.0050551728345453,0.0007872845162637,,,,0.0312170358182601,0.242,False,8.5,3678.095657348633
Foxo3,primitive erythroid progenitor,primitive erythroid differentiation,0.23848166413861963,4,0.19691595248877977,0.04922898812219494,0.1303273886442184,1,3,Tal1(+0.130); Ms4a1(-0.026); Wnt1(-0.022); mt-Nd2(-0.019),primitive erythroid differentiation; Wnt/FGF signaling; hematopoietic / erythroid regulation,10,0.0896083,"Thsd7a(repressor,0.100); Opcml(activator,0.095); Cpne4(activator,0.092); Cdh20(activator,0.091); Hck(activator,0.091); Coq8a(activator,0.087); Rnf213(activator,0.086); Ehhadh(activator,0.085)",0.0076123396866023,0.0014094278449192,,,,0.0478752014594719,0.028,True,7.375,11142.438095092772
Nr3c2,erythroid progenitor cell,definitive erythroid differentiation,0.23808475798674417,5,0.39861158281564685,0.07972231656312936,0.0831898301839828,5,0,Ulbp1(+0.083); Cmtm8(+0.081); Cped1(+0.080); Spon1(+0.079); F10(+0.075),definitive erythroid differentiation,10,0.0916761,"Adcy8(activator,0.108); Pde4b(activator,0.103); Gm29478(activator,0.093); Cntn1(activator,0.091); Adgrg6(activator,0.091); Chl1(activator,0.089); Gm29521(activator,0.087); Slc1a2(activator,0.087)",0.0050551728345453,0.0007872845162637,,,,0.0312170358182601,0.242,False,8.5,3678.095657348633
Foxo3,erythroid progenitor cell,definitive erythroid differentiation,0.23560391289533153,2,0.18708767741918558,0.09354383870959279,0.105610616505146,2,0,Rgcc(+0.106); Nfe2(+0.081),definitive erythroid differentiation; hematopoietic / erythroid regulation; metabolic or stress response,10,0.0896083,"Thsd7a(repressor,0.100); Opcml(activator,0.095); Cpne4(activator,0.092); Cdh20(activator,0.091); Hck(activator,0.091); Coq8a(activator,0.087); Rnf213(activator,0.086); Ehhadh(activator,0.085)",0.0076123396866023,0.0014094278449192,,,,0.0478752014594719,0.028,True,7.375,11142.438095092772
Tal1,myoblast,myogenic commitment and skeletal muscle differentiation,0.23298872932605974,9,0.7414329722523686,0.08238144136137429,0.0848205834627151,9,0,Nr4a3(+0.085); Gsg1l(+0.084); Stab1(+0.084); Tfap2d(+0.082); Hnf4a(+0.082); Dlx1(+0.082); Nkx2-1(+0.082); Ranbp3l(+0.080),myogenic commitment and skeletal muscle differentiation,10,0.08918649999999999,"Art4(activator,0.091); Tspan32(activator,0.090); Gfi1b(activator,0.090); Nfe2(activator,0.089); Gata1(activator,0.089); Plek2(activator,0.089); Cd86(activator,0.089); Grap2(activator,0.089)",0.0002098924160236,5.091186540084891e-05,,,,0.0210760686714743,0.738,False,6.125,249.21421813964844
Runx1,cardiac muscle cell,cardiac muscle differentiation,0.2249962334576586,6,0.462215222418308,0.07703587040305133,0.0875892043113708,6,0,Chrm3(+0.088); Egfr(+0.080); Ldb2(+0.078); Elavl4(+0.075); Glis3(+0.073); Plcl1(+0.069),cardiac muscle differentiation,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Runx2,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.21751036462469225,5,0.4444774836301801,0.08889549672603601,0.1243137419223785,5,0,Ifi203(+0.124); Dgkg(+0.098); H2-Ob(+0.081); Hnf4a(+0.077); Selplg(+0.064),hematopoietic progenitor maintenance and lineage choice; hematopoietic / erythroid regulation,10,0.08400139999999999,"Ly6g6f(activator,0.088); Dennd2c(activator,0.087); Dpp10(activator,0.087); Cd200r1(activator,0.086); Pcdh11x(activator,0.084); Scn9a(activator,0.082); Lrfn5(activator,0.082); C1qtnf7(activator,0.082)",0.0014594916719943,0.000288896728307,,,,0.031046631816653,0.248,False,8.25,1413.4042205810547
Ebf3,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.2171341628318855,5,0.35762745141983004,0.07152549028396601,0.0803094580769538,5,0,Nr5a2(+0.080); Galnt14(+0.074); Dlx1(+0.070); Slc44a5(+0.067); Dkk2(+0.066),hematopoietic progenitor maintenance and lineage choice,10,0.082778,"Kcnd2(activator,0.117); Cdh8(activator,0.086); Slc6a5(activator,0.081); Tbx3os1(activator,0.081); Gabrp(activator,0.080); Iqcj(activator,0.078); Prrx1(activator,0.077); St18(activator,0.077)",0.0026569375768303,0.000410626467783,,,,0.0282783685474151,0.404,False,10.125,480.12156677246094
Ebf2,myotube,muscle fiber maturation,0.2105390016995102,2,0.1091294772922992,0.0545647386461496,0.0569745674729347,2,0,Pde3a(+0.057); Frem1(+0.052),muscle fiber maturation; myogenic / mesoderm morphogenesis; metabolic or stress response; ECM and tissue morphogenesis,10,0.0848092,"Mecom(activator,0.105); Gm44536(activator,0.100); Otx2(activator,0.093); Six3os1(activator,0.086); Coq8a(repressor,0.080); Dlk1(activator,0.080); Cntn6(activator,0.078); Sv2c(repressor,0.077)",0.0061583998613059,0.0009722698596306,,,,0.0305167033138769,0.364,False,12.375,5131.910202026367
Nr3c2,myoblast,myogenic commitment and skeletal muscle differentiation,0.20862835343299724,4,0.29801023751497246,0.07450255937874312,0.085024818778038,4,0,Gm6209(+0.085); Sparcl1(+0.076); Tbx4(+0.073); Cpa4(+0.064),myogenic commitment and skeletal muscle differentiation,10,0.0916761,"Adcy8(activator,0.108); Pde4b(activator,0.103); Gm29478(activator,0.093); Cntn1(activator,0.091); Adgrg6(activator,0.091); Chl1(activator,0.089); Gm29521(activator,0.087); Slc1a2(activator,0.087)",0.0050551728345453,0.0007872845162637,,,,0.0312170358182601,0.242,False,8.5,3678.095657348633
Ebf2,primitive erythroid progenitor,primitive erythroid differentiation,0.2045782302066032,1,0.0887718796730041,0.0887718796730041,0.0887718796730041,1,0,Bgn(+0.089),primitive erythroid differentiation,10,0.0848092,"Mecom(activator,0.105); Gm44536(activator,0.100); Otx2(activator,0.093); Six3os1(activator,0.086); Coq8a(repressor,0.080); Dlk1(activator,0.080); Cntn6(activator,0.078); Sv2c(repressor,0.077)",0.0061583998613059,0.0009722698596306,,,,0.0305167033138769,0.364,False,12.375,5131.910202026367
Mef2c,myotube,muscle fiber maturation,0.20264384302732982,7,0.48306872323155375,0.06900981760450768,0.0996551588177681,1,6,Pde3a(-0.100); mt-Nd2(+0.094); Gpc5(-0.066); Isl1(-0.063); Pax3(-0.061); Bcl11b(-0.050); Ebf2(-0.049),muscle fiber maturation; neural regionalization; metabolic or stress response,10,0.07915180000000001,"Traf3ip3(activator,0.084); Ppl(activator,0.081); Lipc(activator,0.080); Itgal(activator,0.080); Hpn(activator,0.079); Ccdc92b(activator,0.078); Cdkn1a(activator,0.078); Pstpip2(activator,0.078)",0.00662112981081,0.0009509221999906,,,,0.0137033647939257,0.984,False,8.25,14471.658798217772
Mef2c,neural cell,neural patterning / neuronal differentiation,0.20048311365961669,7,0.47568926587700816,0.06795560941100116,0.0773157477378845,7,0,Hpn(+0.077); Cpa6(+0.073); Gna14(+0.070); Cldn11(+0.067); Adap2(+0.066); Nr5a2(+0.065); Lhx6(+0.058),neural patterning / neuronal differentiation,10,0.07915180000000001,"Traf3ip3(activator,0.084); Ppl(activator,0.081); Lipc(activator,0.080); Itgal(activator,0.080); Hpn(activator,0.079); Ccdc92b(activator,0.078); Cdkn1a(activator,0.078); Pstpip2(activator,0.078)",0.00662112981081,0.0009509221999906,,,,0.0137033647939257,0.984,False,8.25,14471.658798217772
Runx2,myotube,muscle fiber maturation,0.1988093771029159,5,0.3806087076663969,0.07612174153327937,0.0807334706187248,5,0,Slc44a5(+0.081); Chst9(+0.078); Gm13986(+0.076); Erg(+0.074); Prox1(+0.072),muscle fiber maturation; hematopoietic / erythroid regulation,10,0.08400139999999999,"Ly6g6f(activator,0.088); Dennd2c(activator,0.087); Dpp10(activator,0.087); Cd200r1(activator,0.086); Pcdh11x(activator,0.084); Scn9a(activator,0.082); Lrfn5(activator,0.082); C1qtnf7(activator,0.082)",0.0014594916719943,0.000288896728307,,,,0.031046631816653,0.248,False,8.25,1413.4042205810547
Mef2c,erythroid progenitor cell,definitive erythroid differentiation,0.19832149530845017,6,0.4683067724108694,0.0780511287351449,0.0875511839985847,6,0,Pecam1(+0.088); Galnt18(+0.083); Ulbp1(+0.080); Cmtm8(+0.077); Erg(+0.072); Mpl(+0.069),definitive erythroid differentiation; hematopoietic / erythroid regulation,10,0.07915180000000001,"Traf3ip3(activator,0.084); Ppl(activator,0.081); Lipc(activator,0.080); Itgal(activator,0.080); Hpn(activator,0.079); Ccdc92b(activator,0.078); Cdkn1a(activator,0.078); Pstpip2(activator,0.078)",0.00662112981081,0.0009509221999906,,,,0.0137033647939257,0.984,False,8.25,14471.658798217772
Runx2,neural cell,neural patterning / neuronal differentiation,0.19785674679737306,5,0.37735522538423516,0.07547104507684703,0.0791447833180427,5,0,Igf1(+0.079); Mrc1(+0.076); Itgb6(+0.075); Tbx15(+0.074); Nfe2(+0.074),neural patterning / neuronal differentiation; myogenic / mesoderm morphogenesis,10,0.08400139999999999,"Ly6g6f(activator,0.088); Dennd2c(activator,0.087); Dpp10(activator,0.087); Cd200r1(activator,0.086); Pcdh11x(activator,0.084); Scn9a(activator,0.082); Lrfn5(activator,0.082); C1qtnf7(activator,0.082)",0.0014594916719943,0.000288896728307,,,,0.031046631816653,0.248,False,8.25,1413.4042205810547
Runx1,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.19419426354886185,5,0.35701841861009576,0.07140368372201915,0.1005860939621925,4,1,Erg(+0.101); Gm14858(+0.081); Rorb(+0.075); Nrg1(+0.059); Kcnq5(-0.041),hematopoietic progenitor maintenance and lineage choice; hematopoietic / erythroid regulation,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Nr3c2,primitive erythroid progenitor,primitive erythroid differentiation,0.1878272843036306,6,0.2269691321998831,0.03782818869998052,0.0511707365512847,6,0,Otx2(+0.051); Kcnip1(+0.043); Tfap2d(+0.036); Ldb2(+0.036); Plcl1(+0.034); Gata1(+0.027),primitive erythroid differentiation; neural regionalization,10,0.0916761,"Adcy8(activator,0.108); Pde4b(activator,0.103); Gm29478(activator,0.093); Cntn1(activator,0.091); Adgrg6(activator,0.091); Chl1(activator,0.089); Gm29521(activator,0.087); Slc1a2(activator,0.087)",0.0050551728345453,0.0007872845162637,,,,0.0312170358182601,0.242,False,8.5,3678.095657348633
Ebf3,myotube,muscle fiber maturation,0.1861334685802186,4,0.25175195187330224,0.06293798796832556,0.071632795035839,3,1,Mecom(+0.072); Fos(-0.064); 9430076C15Rik(+0.062); Adamtsl1(+0.054),muscle fiber maturation; myogenic / mesoderm morphogenesis,10,0.082778,"Kcnd2(activator,0.117); Cdh8(activator,0.086); Slc6a5(activator,0.081); Tbx3os1(activator,0.081); Gabrp(activator,0.080); Iqcj(activator,0.078); Prrx1(activator,0.077); St18(activator,0.077)",0.0026569375768303,0.000410626467783,,,,0.0282783685474151,0.404,False,10.125,480.12156677246094
Ebf3,muscle precursor cell,mesoderm-to-muscle precursor specification,0.1852935166546985,5,0.2488832958042619,0.04977665916085238,0.0716235935688018,2,3,Galnt18(+0.072); Foxn4(-0.057); Prdm1(-0.047); Cyp7b1(+0.044); Satb1(-0.028),mesoderm-to-muscle precursor specification,10,0.082778,"Kcnd2(activator,0.117); Cdh8(activator,0.086); Slc6a5(activator,0.081); Tbx3os1(activator,0.081); Gabrp(activator,0.080); Iqcj(activator,0.078); Prrx1(activator,0.077); St18(activator,0.077)",0.0026569375768303,0.000410626467783,,,,0.0282783685474151,0.404,False,10.125,480.12156677246094
Tal1,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.17775026444655945,8,0.5527791306376455,0.06909739132970569,0.0762666314840316,8,0,Elavl4(+0.076); Ldb2(+0.076); Cmtm8(+0.074); Gpc5(+0.071); Eng(+0.064); Frem1(+0.064); Pecam1(+0.064); Pax3(+0.063),hematopoietic progenitor maintenance and lineage choice; neural regionalization; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.08918649999999999,"Art4(activator,0.091); Tspan32(activator,0.090); Gfi1b(activator,0.090); Nfe2(activator,0.089); Gata1(activator,0.089); Plek2(activator,0.089); Cd86(activator,0.089); Grap2(activator,0.089)",0.0002098924160236,5.091186540084891e-05,,,,0.0210760686714743,0.738,False,6.125,249.21421813964844
Mef2c,cardiac muscle cell,cardiac muscle differentiation,0.1642199787771632,5,0.35184115171432484,0.07036823034286496,0.0834058821201324,2,3,Etv1(+0.083); Myl7(+0.072); Sftpd(-0.068); Plin4(-0.067); Clca3a1(-0.061),cardiac muscle differentiation,10,0.07915180000000001,"Traf3ip3(activator,0.084); Ppl(activator,0.081); Lipc(activator,0.080); Itgal(activator,0.080); Hpn(activator,0.079); Ccdc92b(activator,0.078); Cdkn1a(activator,0.078); Pstpip2(activator,0.078)",0.00662112981081,0.0009509221999906,,,,0.0137033647939257,0.984,False,8.25,14471.658798217772
Runx1,muscle precursor cell,mesoderm-to-muscle precursor specification,0.16194540707765104,4,0.24688011780381192,0.06172002945095298,0.0667526349425315,4,0,Iigp1(+0.067); Galnt14(+0.065); Bgn(+0.064); Cadps2(+0.051),mesoderm-to-muscle precursor specification; neural adhesion and axon guidance,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Runx1,neural cell,neural patterning / neuronal differentiation,0.1613071180488949,3,0.2447001934051513,0.08156673113505043,0.0840714126825332,3,0,Hnf4aos(+0.084); Hnf4a(+0.081); Tal1(+0.080),neural patterning / neuronal differentiation; hematopoietic / erythroid regulation,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Runx2,primitive erythroid progenitor,primitive erythroid differentiation,0.13926203014960603,2,0.1772389039397239,0.08861945196986196,0.0892730578780174,2,0,Prdm16(+0.089); Rorb(+0.088),primitive erythroid differentiation,10,0.08400139999999999,"Ly6g6f(activator,0.088); Dennd2c(activator,0.087); Dpp10(activator,0.087); Cd200r1(activator,0.086); Pcdh11x(activator,0.084); Scn9a(activator,0.082); Lrfn5(activator,0.082); C1qtnf7(activator,0.082)",0.0014594916719943,0.000288896728307,,,,0.031046631816653,0.248,False,8.25,1413.4042205810547
Mef2c,myoblast,myogenic commitment and skeletal muscle differentiation,0.1366479693566125,4,0.2576755098998544,0.0644188774749636,0.084651693701744,3,1,Ebf3(+0.085); Rhbdl3(-0.067); Hoxd4(+0.056); Slc1a3(+0.049),myogenic commitment and skeletal muscle differentiation; neural regionalization,10,0.07915180000000001,"Traf3ip3(activator,0.084); Ppl(activator,0.081); Lipc(activator,0.080); Itgal(activator,0.080); Hpn(activator,0.079); Ccdc92b(activator,0.078); Cdkn1a(activator,0.078); Pstpip2(activator,0.078)",0.00662112981081,0.0009509221999906,,,,0.0137033647939257,0.984,False,8.25,14471.658798217772
Ebf3,primitive erythroid progenitor,primitive erythroid differentiation,0.1365203535558323,1,0.0823101550340652,0.0823101550340652,0.0823101550340652,1,0,Gm44956(+0.082),primitive erythroid differentiation,10,0.082778,"Kcnd2(activator,0.117); Cdh8(activator,0.086); Slc6a5(activator,0.081); Tbx3os1(activator,0.081); Gabrp(activator,0.080); Iqcj(activator,0.078); Prrx1(activator,0.077); St18(activator,0.077)",0.0026569375768303,0.000410626467783,,,,0.0282783685474151,0.404,False,10.125,480.12156677246094
Tal1,myotube,muscle fiber maturation,0.1319595797502882,5,0.39639193564653374,0.07927838712930675,0.0857811570167541,5,0,Ccdc67(+0.086); Selplg(+0.079); Mpl(+0.079); H2-T24(+0.078); Ulbp1(+0.075),muscle fiber maturation,10,0.08918649999999999,"Art4(activator,0.091); Tspan32(activator,0.090); Gfi1b(activator,0.090); Nfe2(activator,0.089); Gata1(activator,0.089); Plek2(activator,0.089); Cd86(activator,0.089); Grap2(activator,0.089)",0.0002098924160236,5.091186540084891e-05,,,,0.0210760686714743,0.738,False,6.125,249.21421813964844
Runx2,myoblast,myogenic commitment and skeletal muscle differentiation,0.1280848030129406,2,0.1390657424926757,0.06953287124633785,0.0726693421602249,2,0,Camk4(+0.073); Tfap2d(+0.066),myogenic commitment and skeletal muscle differentiation,10,0.08400139999999999,"Ly6g6f(activator,0.088); Dennd2c(activator,0.087); Dpp10(activator,0.087); Cd200r1(activator,0.086); Pcdh11x(activator,0.084); Scn9a(activator,0.082); Lrfn5(activator,0.082); C1qtnf7(activator,0.082)",0.0014594916719943,0.000288896728307,,,,0.031046631816653,0.248,False,8.25,1413.4042205810547
Runx1,erythroid progenitor cell,definitive erythroid differentiation,0.12674065008215843,2,0.12664664164185518,0.06332332082092759,0.0664304867386818,0,2,Col17a1(-0.066); Aim2(-0.060),definitive erythroid differentiation,10,0.0868695,"Cd86(activator,0.089); Cd55(activator,0.088); Stab2(activator,0.088); Cd200r1(activator,0.087); Atp2a1(activator,0.087); Dlx6os1(activator,0.086); Hnf4aos(activator,0.086); Cntnap5b(activator,0.086)",0.0003011449589394,7.985824049683288e-05,,,,0.0382428432904773,0.094,False,7.125,401.4441833496094
Tal1,cardiac muscle cell,cardiac muscle differentiation,0.1124922514052641,5,0.32990590482950194,0.06598118096590039,0.0691982135176658,5,0,Rorb(+0.069); Rhbdl3(+0.067); 9130410C08Rik(+0.066); Lmx1b(+0.064); Gpr39(+0.064),cardiac muscle differentiation,10,0.08918649999999999,"Art4(activator,0.091); Tspan32(activator,0.090); Gfi1b(activator,0.090); Nfe2(activator,0.089); Gata1(activator,0.089); Plek2(activator,0.089); Cd86(activator,0.089); Grap2(activator,0.089)",0.0002098924160236,5.091186540084891e-05,,,,0.0210760686714743,0.738,False,6.125,249.21421813964844
Mef2c,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.1015417782651673,2,0.1377786621451377,0.06888933107256885,0.0797649696469307,0,2,Rgcc(-0.080); Oas2(-0.058),hematopoietic progenitor maintenance and lineage choice; hematopoietic / erythroid regulation; metabolic or stress response,10,0.07915180000000001,"Traf3ip3(activator,0.084); Ppl(activator,0.081); Lipc(activator,0.080); Itgal(activator,0.080); Hpn(activator,0.079); Ccdc92b(activator,0.078); Cdkn1a(activator,0.078); Pstpip2(activator,0.078)",0.00662112981081,0.0009509221999906,,,,0.0137033647939257,0.984,False,8.25,14471.658798217772
