method,shuffle_time,lineage,module_name,feature_type,mse,mae,n_predictions,bias,pearson,spearman
dct_wavelet,False,mesodermal,stress,module_score,5.166350582539708e-05,0.006359810236184357,4,0.0022625493898053156,-0.1863311325463623,-0.39999999999999997
dct_wavelet,True,mesodermal,stress,module_score,1.9288253814651428e-05,0.0030782165601357936,4,0.0019134823571492487,0.2033573510239059,0.19999999999999998
dct_wavelet,False,mesodermal,wnt_response,module_score,0.015910135944910562,0.08260905861358128,4,0.038029518347654084,4.768670055370263e-05,0.0
dct_wavelet,True,mesodermal,wnt_response,module_score,0.04984010484741768,0.2219462612571162,4,0.020837807602866965,-0.4165249541851318,-0.6000000000000001
dct_wavelet,False,neural,apoptosis,module_score,0.0015565398059828536,0.03504421688773511,4,-0.005012195203198885,0.8031400788717135,0.6000000000000001
dct_wavelet,True,neural,apoptosis,module_score,0.009436231896101427,0.08326622098390703,4,-0.04820675951699889,-0.9964606230666235,-0.7999999999999999
dct_wavelet,False,neural,cardiac,module_score,0.00012339181506811197,0.009507742496733612,4,0.004432629585512831,0.09732046069260851,0.7999999999999999
dct_wavelet,True,neural,cardiac,module_score,0.00012339181506811197,0.009507742496733612,4,0.004432629585512831,0.09732046069260851,0.7999999999999999
dct_wavelet,False,neural,cell_cycle,module_score,0.003801948495913946,0.053353510895880196,4,-0.030888874729193827,-0.997736064357687,-0.6000000000000001
dct_wavelet,True,neural,cell_cycle,module_score,0.00470546484540334,0.06241984298448497,4,-0.0007076130764927802,-0.6900768749288171,-0.39999999999999997
dct_wavelet,False,neural,endothelial,module_score,5.909733647361037e-05,0.0066069217054399755,4,0.002856524062708473,0.14629813396436964,0.7999999999999999
dct_wavelet,True,neural,endothelial,module_score,5.914435483858857e-05,0.006628071075613531,4,0.002669307376243396,0.1544148359347703,0.6000000000000001
dct_wavelet,False,neural,erythroid,module_score,1.7982178452432016e-07,0.0003732496846441918,4,-0.0001816483640466124,0.44102997293257507,0.6000000000000001
dct_wavelet,True,neural,erythroid,module_score,6.96926845071507e-07,0.0007129814894666126,4,-4.888913644206499e-06,-0.9914652631903165,-1.0
dct_wavelet,False,neural,extraembryonic_mesoderm,module_score,0.002520051609501282,0.046595289700248094,4,-0.009358600192503761,0.9648819243981543,0.6000000000000001
dct_wavelet,True,neural,extraembryonic_mesoderm,module_score,0.0025200516095012873,0.046595289700248135,4,-0.009358600192503796,0.9648819243981543,0.6000000000000001
