tf_name,devvcell_system,stage,stage_num,target_stage,n_cells,stimulus_mode,stimulus_response_norm,fate_displacement_from_baseline,cell_level_feedback_cost_proxy,cell_level_recovery_probability_proxy,alignment_with_normal_transition,transition_norm,stimulus_strength,grn_evidence_scale,temporal_sensitivity_norm,stage_vulnerability_score,devvcell_priority_score,response_amplitude_proxy,feedback_cost,matched_global_grn_targets,matched_system_targets,gene_delta_norm,mapped_systems,stimulus_response_rank
Eya1,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,2.484384298324585,2.484384298324585,2.4001858696288623,0.00033546262790251185,-0.04509231820702553,3.674414873123169,2.484383945885529,0.9995778507072872,0.895237171865654,0.6011733524950248,0.6874957220103752,0.5933461425649844,0.9661089354201344,10,27,0.24957802891731262,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,1
Lef1,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,2.175321340560913,2.175320863723755,2.175321340560913,0.00033546262790251185,-0.08646554499864578,3.309103012084961,2.1753210723328187,1.0713440958234948,0.7490059250832296,0.6011733524950248,0.6669700902954203,0.5987735608331716,1.0,10,24,0.32643407583236694,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,2
Rfx4,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.9090559482574463,1.9090559482574463,1.509676950106551,0.0023846383522261472,-0.06950558722019196,3.4422831535339355,1.9090560354855328,0.9194245343012628,0.6264370300506708,0.6011733524950248,0.7101176189887484,0.6799596678627393,0.790797646074521,10,0,0.17591693997383118,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,3
Nrg1,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.8145509958267212,1.8145509958267212,1.8145509958267212,0.0007043719640540388,-0.02083699218928814,3.5000081062316895,1.814551004817022,1.0498371826109212,0.3895396203930418,0.6011733524950248,0.562445635633383,0.6958264708898145,1.0,10,17,0.3023209273815155,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,4
Eya4,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.6392019987106323,1.6392016410827637,1.6392019987106323,0.0014204124456743388,-0.023014068603515625,3.3865013122558594,1.6392017617996386,0.9827425582001995,0.3895396203930418,0.6011733524950248,0.5801603409284204,0.6929618611863627,1.0,10,16,0.23304037749767303,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,5
Zbtb16,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.6271858215332031,1.6271858215332031,1.6271858215332031,0.0014903514920611104,-0.11058004200458527,3.6457908153533936,1.627185712833061,1.0220489874358012,0.3895396203930418,0.6011733524950248,0.532417423355394,0.5690301081885955,1.0,10,26,0.27253514528274536,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,6
Pax3,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.6158320903778076,1.6158322095870972,1.6158320903778076,0.001559596162366562,-0.0668053850531578,3.4993062019348145,1.6158320096017817,1.061393842254791,0.3895396203930418,0.6011733524950248,0.5626863715216118,0.5653866848062744,1.0,10,17,0.3151630461215973,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,7
Eya1,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.5164211988449097,1.5164210796356201,1.4650280700645797,0.002850923562274349,-0.021608108654618263,2.3599443435668945,1.51642105133266,0.9499574309983302,0.895237171865654,0.6011733524950248,0.6874957220103752,0.5933461425649844,0.9661089354201344,10,22,0.20246168971061707,cardiac muscle cell;muscle precursor cell;myoblast;myotube,8
Lef1,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.510299801826477,1.5102999210357666,1.510299801826477,0.002378704642541634,0.16146384179592133,2.337718963623047,1.510299795321082,1.0528991238020495,0.7490059250832296,0.6011733524950248,0.6669700902954203,0.5987735608331716,1.0,10,22,0.3056974411010742,cardiac muscle cell;muscle precursor cell;myoblast;myotube,9
Prox1,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.434717059135437,1.4347169399261475,1.434717059135437,0.00321840869222445,0.04912235587835312,3.3277783393859863,1.4347169215845168,0.8635799451567108,0.6493111747932797,0.6011733524950248,0.6226286711254221,0.4774764150577774,1.0,10,0,0.13219037652015686,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,10
Eya1,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.4144015312194824,1.4144014120101929,1.3664659575830622,0.004228686601097795,0.08233821392059326,2.2278647422790527,1.4144015561834795,0.9385772113787135,0.895237171865654,0.6011733524950248,0.6874957220103752,0.5933461425649844,0.9661089354201344,10,8,0.19234997034072876,neural cell,11
Lef1,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.3848557472229004,1.3848557472229004,1.3848557472229004,0.003928793141686985,0.2663164734840393,2.1883351802825928,1.3848557550326286,1.0313512481248346,0.7490059250832296,0.6011733524950248,0.6669700902954203,0.5987735608331716,1.0,10,3,0.2823341488838196,neural cell,12
Otx2,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.3623239994049072,1.3623241186141968,1.3623239994049072,0.004299330364397188,-0.028172634541988373,3.3346643447875977,1.362324006232609,1.0383057742352504,0.28687724673561055,0.6011733524950248,0.5197067146592651,0.5741734665562692,1.0,10,0,0.2897731065750122,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,13
Nrg1,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.3321800231933594,1.3321799039840698,1.3321800231933594,0.004850273941843859,0.012465451844036579,2.5682544708251953,1.3321800312820615,1.050380588112385,0.3895396203930418,0.6011733524950248,0.562445635633383,0.6958264708898145,1.0,10,13,0.30291879177093506,cardiac muscle cell;muscle precursor cell;myoblast;myotube,14
Satb1,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.3242045640945435,1.3242045640945435,1.0603182901127057,0.01438926033893535,-0.050798457115888596,3.5095608234405518,1.3242047090572062,0.972865271261251,0.2396488468089561,0.6011733524950248,0.5203752443922943,0.6142587271495793,0.8007209149273125,10,23,0.2236015647649765,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,15
Rfx4,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.3210793733596802,1.3210794925689697,1.0447064587304382,0.015316481089936353,-0.07983093708753586,2.382082939147949,1.3210795304096066,0.9194245343012628,0.6264370300506708,0.6011733524950248,0.7101176189887484,0.6799596678627393,0.790797646074521,10,0,0.17591693997383118,neural cell,16
Satb2,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.3015632629394531,1.3015636205673218,1.1435596307494629,0.010314150176600126,-0.0514962263405323,3.4777565002441406,1.3015633567926024,0.9601733452255763,0.011343439613128253,0.6011733524950248,0.8485568526711808,1.0,0.8786047234975314,10,17,0.2117595076560974,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,17
Glis3,erythroid,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.299821376800537,1.2998214960098267,1.299821376800537,0.0055205073747466625,-0.069460429251194,3.4178316593170166,1.299821361788625,0.9086362740031193,0.36292808299894047,0.6011733524950248,0.5658900407020623,0.5544339379778265,1.0,10,0,0.16698360443115234,erythroid progenitor cell;hematopoietic stem cell;primitive erythroid progenitor,18
Rfx4,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.260385274887085,1.260385274887085,0.9967097085276948,0.01855828731607349,0.05875163525342941,2.2726428508758545,1.2603851448168866,0.9194245343012628,0.6264370300506708,0.6011733524950248,0.7101176189887484,0.6799596678627393,0.790797646074521,10,0,0.17591693997383118,cardiac muscle cell;muscle precursor cell;myoblast;myotube,19
Nrg1,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.1366171836853027,1.1366173028945923,1.1366171836853027,0.010604585948841606,0.022399328649044037,2.239438533782959,1.136617157558765,1.027772234865272,0.3895396203930418,0.6011733524950248,0.562445635633383,0.6958264708898145,1.0,10,4,0.27854353189468384,neural cell,20
Eya4,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.1258034706115723,1.1258034706115723,1.1258034706115723,0.01107335084049545,-0.11196978390216827,2.3018696308135986,1.1258034593523634,0.9929798953191431,0.3895396203930418,0.6011733524950248,0.5801603409284204,0.6929618611863627,1.0,10,23,0.2430291771888733,cardiac muscle cell;muscle precursor cell;myoblast;myotube,21
Pax3,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.124200701713562,1.1242005825042725,1.124200701713562,0.011144570984715146,0.1706186830997467,2.429321050643921,1.124200625293757,1.0637050277889744,0.3895396203930418,0.6011733524950248,0.5626863715216118,0.5653866848062744,1.0,10,19,0.3177633583545685,cardiac muscle cell;muscle precursor cell;myoblast;myotube,22
Eya4,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.1016634702682495,1.10166335105896,1.1016634702682495,0.012195919125947209,-0.01099995244294405,2.301464557647705,1.101663298611932,0.9718588415751904,0.3895396203930418,0.6011733524950248,0.5801603409284204,0.6929618611863627,1.0,10,5,0.22265076637268066,neural cell,23
Zbtb16,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.0909836292266846,1.0909836292266846,1.0909836292266846,0.012728209645122545,0.172293022274971,2.449134588241577,1.090983732105868,1.020074660553409,0.3895396203930418,0.6011733524950248,0.532417423355394,0.5690301081885955,1.0,10,25,0.27047765254974365,cardiac muscle cell;muscle precursor cell;myoblast;myotube,24
Prox1,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.0402690172195435,1.0402690172195435,1.0402690172195435,0.015590772145585277,-0.04770675301551819,2.412869453430176,1.0402689967173107,0.8635799451567108,0.6493111747932797,0.6011733524950248,0.6226286711254221,0.4774764150577774,1.0,10,0,0.13219037652015686,cardiac muscle cell;muscle precursor cell;myoblast;myotube,25
Pax3,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.0375577211380005,1.03755784034729,1.0375577211380005,0.01576077714476668,-0.07203011214733124,2.278815746307373,1.0375578522338018,1.0465630867956555,0.3895396203930418,0.6011733524950248,0.5626863715216118,0.5653866848062744,1.0,10,6,0.2987312078475952,neural cell,26
Zbtb16,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.034605860710144,1.0346059799194336,1.034605860710144,0.015947974588835113,0.039803195744752884,2.323330879211426,1.034605975348003,1.0197418761120756,0.3895396203930418,0.6011733524950248,0.532417423355394,0.5690301081885955,1.0,10,7,0.2701316177845001,neural cell,27
Prox1,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,1.003334879875183,1.0033345222473145,1.003334879875183,0.018072939412680646,0.05356849357485771,2.3272016048431396,1.0033347121981562,0.8635799451567108,0.6493111747932797,0.6011733524950248,0.6226286711254221,0.4774764150577774,1.0,10,0,0.13219037652015686,neural cell,28
Otx2,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,0.996088445186615,0.9960886240005493,0.996088445186615,0.01860446300116197,0.04240437224507332,2.438201904296875,0.9960885542971393,1.0383057742352504,0.28687724673561055,0.6011733524950248,0.5197067146592651,0.5741734665562692,1.0,10,0,0.2897731065750122,cardiac muscle cell;muscle precursor cell;myoblast;myotube,29
Satb1,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,0.967717707157135,0.9677175879478455,0.7748718078662221,0.04507230813051827,0.2479170858860016,2.5568182468414307,0.9677175295586533,0.9758860211199623,0.2396488468089561,0.6011733524950248,0.5203752443922943,0.6142587271495793,0.8007209149273125,10,25,0.22646750509738922,cardiac muscle cell;muscle precursor cell;myoblast;myotube,30
Otx2,neural,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,0.9659343361854553,0.9659343957901001,0.9659343361854553,0.020989408098904903,-0.11280685663223267,2.364391326904297,0.965934418498442,1.0383057742352504,0.28687724673561055,0.6011733524950248,0.5197067146592651,0.5741734665562692,1.0,10,0,0.2897731065750122,neural cell,31
Glis3,mesoderm_muscle,Theiler stage 12,12,Theiler stage 13,300,tf_knockdown_zero_shot_grn_projection,0.9335325360298157,0.9335325360298157,0.9335325360298157,0.02389394632142092,0.05963847413659096,2.454688787460327,0.9335324967764908,0.9086362740031193,0.36292808299894047,0.6011733524950248,0.5658900407020623,0.5544339379778265,1.0,10,0,0.16698360443115234,cardiac muscle cell;muscle precursor cell;myoblast;myotube,32
