reference_model,competitor_model,n_paired_strata,mean_competitor_minus_reference_mse,ci95_low_competitor_minus_reference_mse,ci95_high_competitor_minus_reference_mse,mean_relative_improvement,ci95_low_relative_improvement,ci95_high_relative_improvement,strata_reference_better
context_residual_mlp,mean_shift,6,0.07168367008368173,0.038015241424242646,0.09960614889860153,0.2530711140961495,0.13395982271184229,0.3572864595489966,5
context_residual_mlp,identity,6,0.0674067735671997,0.03406937172015504,0.09659411261479062,0.2398610903021973,0.12315480787071459,0.3423232396983591,5
context_residual_mlp,mlp,6,0.016268617163101826,0.00584308927257855,0.03021582961082459,0.04816753176408953,0.024579877117336602,0.0740160454697625,6
context_residual_mlp,ridge,6,0.01153871541221936,0.001394699017206814,0.021110345919926946,0.04946935860596897,0.007635467912396239,0.08926589757140513,4
