tf_name,mean_stimulus_response_norm,max_stimulus_response_norm,mean_fate_displacement,mean_recovery_probability,mean_alignment_with_normal_transition,n_system_stage_tests,matched_global_grn_targets,matched_system_targets
Eya1,0.6680768870172047,2.6596736907958984,0.6680769125620524,0.18312748544508978,0.029415804981475786,21,10,27
Lef1,0.5772022392068591,2.462635040283203,0.5772022541080203,0.21785477017798835,0.09866465071571015,21,10,24
Satb2,0.5341507849239168,1.4078576564788818,0.5341508055017108,0.20478605032114347,0.09664952665445439,21,10,33
Nrg1,0.49044657463119146,1.9840216636657715,0.490446558310872,0.24545962764682042,0.003853402388769956,21,10,17
Eya4,0.48615780047007967,1.6659501791000366,0.4861577571857543,0.23845342576685988,0.0565579349973372,21,10,23
Zbtb16,0.4499527244340806,1.7227652072906494,0.44995271379039403,0.2652343027719595,0.029814274776505216,21,10,26
Pax3,0.42083559717450825,1.5378111600875854,0.4208356049798784,0.2917056713131902,0.0690281396063732,21,10,19
Satb1,0.3965800830296108,1.5362958908081055,0.39658011354151224,0.38090211148795394,0.011802779688012032,21,10,25
