source_lineage,target_lineage,mass,source_time,target_time
Erythroid1,Rostral neurectoderm,4.2771185690071434e-05,8.0,8.25
Erythroid1,Somitic mesoderm,4.8908052121987566e-05,8.0,8.25
Erythroid1,Spinal cord,6.0225716879358515e-05,8.0,8.25
Erythroid1,Stripped,0.0001787094515748322,8.0,8.25
Erythroid1,Surface ectoderm,5.0559941882966086e-05,8.0,8.25
ExE ectoderm,Allantois,0.008347944356501102,8.0,8.25
ExE ectoderm,Blood progenitors 1,8.881482244760264e-06,8.0,8.25
ExE ectoderm,Blood progenitors 2,7.502050721086562e-06,8.0,8.25
ExE ectoderm,Cardiomyocytes,0.00043207110138610005,8.0,8.25
ExE ectoderm,Caudal Mesoderm,0.0002699769684113562,8.0,8.25
ExE ectoderm,Caudal epiblast,4.8176214477280155e-05,8.0,8.25
ExE ectoderm,Caudal neurectoderm,1.9045981389353983e-05,8.0,8.25
ExE ectoderm,Def. endoderm,0.006523021496832371,8.0,8.25
ExE ectoderm,Endothelium,4.420521145220846e-05,8.0,8.25
ExE ectoderm,Erythroid1,7.436476153088734e-05,8.0,8.25
ExE ectoderm,Erythroid2,0.00022376084234565496,8.0,8.25
ExE ectoderm,Erythroid3,0.00023893958132248372,8.0,8.25
ExE ectoderm,ExE ectoderm,0.014720904640853405,8.0,8.25
ExE ectoderm,ExE mesoderm,0.0001510445144958794,8.0,8.25
ExE ectoderm,Forebrain/Midbrain/Hindbrain,0.00021120357268955559,8.0,8.25
ExE ectoderm,Gut,0.00016767330816946924,8.0,8.25
ExE ectoderm,Haematoendothelial progenitors,0.0001856557937571779,8.0,8.25
ExE ectoderm,Intermediate mesoderm,0.00024568624212406576,8.0,8.25
ExE ectoderm,Mesenchyme,2.6967005396727473e-05,8.0,8.25
ExE ectoderm,NMP,0.0002031367621384561,8.0,8.25
ExE ectoderm,Neural crest,8.369311399292201e-05,8.0,8.25
ExE ectoderm,PGC,1.4019360605743714e-06,8.0,8.25
ExE ectoderm,Paraxial mesoderm,0.00011927362356800586,8.0,8.25
ExE ectoderm,Pharyngeal mesoderm,0.00013809881056658924,8.0,8.25
ExE ectoderm,Rostral neurectoderm,0.00027569904341362417,8.0,8.25
ExE ectoderm,Somitic mesoderm,0.00021971540991216898,8.0,8.25
