dataset_id,sampling_strategy,clone_id,clone_size,clone_start_time,clone_end_time,clone_time_span,initial_state,initial_lineage,terminal_sampling_depth,number_of_observed_time_points,terminal_fate_entropy,terminal_lineage_entropy,clone_multilineage_score,clone_branch_count,clone_fate_diversification_index,clone_transition_entropy,branch_window_condensation_exposure,global_centroid_condensation_exposure,same_lineage_centroid_condensation_exposure,local_alignment_exposure,fate_entropy_exposure,density_exposure,post_event_divergence_exposure,teacher_velocity_bias_exposure,condensation_only,alignment_only,fate_entropy_only,teacher_bias_only,post_divergence_only,condensation_plus_entropy,condensation_plus_post_divergence,uncertainty_plus_teacher_bias,full_branch_window_model,clone_size_bin,time_span_bin,start_time_bin
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1501,2,2.5,5.0,2.5,Ery/Meg,Ery/Meg,1,2,0.0,0.0,1,1,0.0,0.0,-1.6101454766543941,-3.4257465968299794,-1.6101454766543941,0.7327397191834499,0.5511462092399597,1.1566410675097512,1.6101454766543941,0.683523902744476,0.30952380952380953,0.07142857142857142,0.11904761904761904,0.5238095238095238,0.7142857142857143,0.2142857142857143,0.5119047619047619,0.32142857142857145,0.3476190476190476,"(0.999, 11.25]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1509,2,2.5,5.0,2.5,Unk_2,Unk_2,1,2,0.0,0.0,1,1,0.0,0.9999999999971146,-1.3065127057417152,-1.6305758984754863,-1.3065127057417152,0.972365827984503,0.8245986700057983,1.7639337184769102,1.3065127057417152,0.9150950774528327,0.5476190476190477,0.9047619047619048,0.9285714285714286,0.8809523809523809,0.47619047619047616,0.7380952380952381,0.5119047619047619,0.9047619047619048,0.7476190476190477,"(0.999, 11.25]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1519,2,2.5,5.0,2.5,MPP,MPP,1,2,0.0,0.0,1,1,0.0,0.9999999999971146,-1.5381135094279956,-2.362905890890498,-1.5381135094279956,0.9674354341370934,0.7064918875694275,1.3110748287658378,1.5381135094279956,0.5396927200335511,0.38095238095238093,0.7857142857142857,0.5238095238095238,0.42857142857142855,0.6428571428571429,0.4523809523809524,0.5119047619047619,0.47619047619047616,0.5523809523809523,"(0.999, 11.25]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1535,2,2.5,5.0,2.5,Lym,Lym,1,2,0.0,0.0,1,1,0.0,0.9999999999971146,-1.2771143515761527,-2.256389227968679,-1.2771143515761527,0.9808347652805239,0.6976940035820007,1.365384191860427,1.2771143515761527,0.035763648897527985,0.5952380952380952,0.9761904761904762,0.47619047619047616,0.21428571428571427,0.42857142857142855,0.5357142857142857,0.5119047619047619,0.34523809523809523,0.5380952380952381,"(11.25, 21.5]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1552,2,2.5,5.0,2.5,Baso/Eos,Baso/Eos,1,2,0.0,0.0,1,1,0.0,0.0,-0.31606772836421626,-3.2349388733246784,-0.31606772836421626,0.9540037585542671,0.5384013056755066,1.7757710193172012,0.31606772836421626,-0.21203565740424196,1.0,0.47619047619047616,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.5357142857142857,0.5119047619047619,0.05952380952380952,0.3238095238095238,"(11.25, 21.5]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1564,2,2.5,5.0,2.5,Ery/Meg,Ery/Meg,1,2,0.0,0.0,1,1,0.0,0.9999999999971146,-1.8909949900379837,-3.152076480170851,-1.8909949900379837,0.9412349497825058,0.5812383890151978,0.9565215962776524,1.8909949900379837,0.03487485373000852,0.21428571428571427,0.30952380952380953,0.21428571428571427,0.19047619047619047,0.8095238095238095,0.21428571428571427,0.5119047619047619,0.20238095238095238,0.3476190476190476,"(11.25, 21.5]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1654,3,2.5,5.0,2.5,MPP,MPP,1,2,0.0,0.0,1,1,0.0,0.9999999999972693,-0.8332499220068843,-1.2648370421348918,-0.8332499220068843,0.9631963594380015,0.7865231335163116,1.205897549516055,0.8332499220068843,0.5392672089810446,0.7857142857142857,0.6428571428571429,0.7142857142857143,0.40476190476190477,0.23809523809523808,0.75,0.5119047619047619,0.5595238095238095,0.5571428571428572,"(31.75, 42.0]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1681,3,2.5,5.0,2.5,MEP,MEP,2,2,0.9999999999971146,0.9999999999971146,2,2,0.5,0.9999999999972693,-1.3923796344118908,-2.368858435120195,-1.3923796344118908,0.9419605903725432,0.6663066744804382,1.3542252973396884,1.3923796344118908,0.22580205831036965,0.47619047619047616,0.3333333333333333,0.40476190476190477,0.2619047619047619,0.5476190476190477,0.44047619047619047,0.5119047619047619,0.33333333333333337,0.40476190476190477,"(31.75, 42.0]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1717,2,2.5,5.0,2.5,Lym,Lym,1,2,0.0,0.0,1,1,0.0,0.0,-1.9062989715016243,-2.415532809697701,-1.9062989715016243,0.974591072521469,0.6857615113258362,1.1696918737041277,1.9062989715016243,0.3486111486599896,0.19047619047619047,0.9285714285714286,0.42857142857142855,0.3333333333333333,0.8333333333333334,0.30952380952380953,0.5119047619047619,0.38095238095238093,0.5428571428571429,"(11.25, 21.5]","(11.25, 21.5]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1780,2,2.5,5.0,2.5,Unk_2,Unk_2,1,2,0.0,0.0,1,1,0.0,0.9999999999971146,-1.146775326693587,-1.825570137278978,-1.146775326693587,0.9675168658662183,0.810454785823822,1.4504800754494367,1.146775326693587,0.9187144247743915,0.6428571428571429,0.8095238095238095,0.8809523809523809,0.9047619047619048,0.38095238095238093,0.7619047619047619,0.5119047619047619,0.8928571428571428,0.7238095238095238,"(11.25, 21.5]","(21.5, 31.75]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1797,2,2.5,5.0,2.5,Ery/Meg,Ery/Meg,1,2,0.0,0.0,1,1,0.0,0.9999999999971146,-1.1506690620578397,-1.929892161164628,-1.1506690620578397,0.9520688653220447,0.7786891460418701,1.538825083501244,1.1506690620578397,0.683694210633927,0.6190476190476191,0.42857142857142855,0.6428571428571429,0.5476190476190477,0.40476190476190477,0.6309523809523809,0.5119047619047619,0.5952380952380953,0.5285714285714286,"(11.25, 21.5]","(21.5, 31.75]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1844,2,2.5,5.0,2.5,MPP/GMP,MPP/GMP,1,2,0.0,0.0,1,1,0.0,0.9999999999971146,-1.1120655182177979,-2.0045284059187636,-1.1120655182177979,0.9409638074036629,0.7828695178031921,1.7316722865585363,1.1120655182177979,0.8352570367924625,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.6904761904761905,0.35714285714285715,0.6666666666666666,0.5119047619047619,0.6785714285714286,0.5333333333333333,"(11.25, 21.5]","(21.5, 31.75]",2.5
Jindal_2023_NatureBiotechnology_LSK_RNA,cell_random_native,1853,2,2.5,5.0,2.5,Ery/Meg,Ery/Meg,1,2,0.0,0.0,1,1,0.0,0.0,-0.7286318876883315,-2.5661251561984106,-0.7286318876883315,0.9330284770941504,0.7290804982185364,1.392543615956803,0.7286318876883315,0.7470870214859567,0.8571428571428571,0.23809523809523808,0.5714285714285714,0.5952380952380952,0.16666666666666666,0.7142857142857142,0.5119047619047619,0.5833333333333333,0.48571428571428565,"(11.25, 21.5]","(21.5, 31.75]",2.5
