control,lineage_separation_effect,effect_ci_low,effect_ci_high,expected_to_fail,control_pass
time_shuffle,-0.8337977278494815,-1.06177687434628,-0.6002932480237919,True,True
velocity_shuffle,-0.6616945950000271,-0.8082340186807693,-0.5151551713192851,True,True
lineage_label_shuffle,-2.4593046420900393,-2.783830386010845,-2.0832051258137203,True,False
clone_label_shuffle,4.0764134373439695,4.0764134373439695,4.0764134373439695,True,True
random_teacher_velocity,0.011790082949127721,-0.4871954952766808,0.5556745006632212,True,True
no_swarm_proxy,-0.8082340186807693,-0.8082340186807693,-0.8082340186807693,True,True
no_teacher_proxy,3.378158093857167,3.378158093857167,3.378158093857167,True,True
