seed,variant,branch_event_step,event_definition,local_velocity_alignment_A_pre_mean,local_velocity_alignment_A_post_mean,local_velocity_alignment_A_effect,branch_cohesion_C_pre_mean,branch_cohesion_C_post_mean,branch_cohesion_C_effect,lineage_separation_S_pre_mean,lineage_separation_S_post_mean,lineage_separation_S_effect,fate_entropy_H_pre_mean,fate_entropy_H_post_mean,fate_entropy_H_effect,branch_imbalance_B_pre_mean,branch_imbalance_B_post_mean,branch_imbalance_B_effect,local_density_mean_pre_mean,local_density_mean_post_mean,local_density_mean_effect,n_agents_pre_mean,n_agents_post_mean,n_agents_effect
17,external_data_order_parameters,1,max_alignment_condensation_entropy_change,-0.016167197650347572,0.006641934686792769,0.02280913233714034,0.9731150199509899,0.976757797867827,0.003642777916837092,2.714250406245461,2.9556034586407,0.24135305239523897,0.9989087980486188,0.49781594123576656,-0.5010928568128522,0.03888888888888892,0.5388888888888889,0.49999999999999994,0.17472846017738886,0.14758620159930086,-0.027142258578087997,360.0,360.0,0.0
