developmental_branch_window_overall_tier,interpretation,new_datasets_attempted,new_datasets_analyzed,acceptable_external_datasets,independent_acceptable_external_datasets
weak,internal/E1 remains the main support; new time-series support is weak or unresolved,13,3,0,0
