dataset,permutation,random_gene_score,random_activation_effect,random_receiver_priming_effect,random_ge_observed,observed_score,observed_activation_effect,observed_receiver_priming_effect
E3_MouseGastrulationData_full,8,-0.060946353206068074,-0.060954366620503964,-0.06652215979908149,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,9,-0.061233183224553456,-0.06109706409211779,-0.06852481531788496,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,10,-0.0662766516447362,-0.0660832382026049,-0.0700791013380978,False,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,11,-0.06172962859726076,-0.061590747161971604,-0.06930888014992681,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,12,-0.05965983230966731,-0.05975464070988076,-0.06233038819366077,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,13,-0.06609786692826751,-0.06574013250263452,-0.08190113755168116,False,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,14,-0.05649649548991907,-0.05632838111840596,-0.06239010509408288,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,15,-0.05609113428524806,-0.056066334336368304,-0.054063080440820754,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,16,-0.06148327305762369,-0.061492763203435746,-0.05994099111384621,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,17,-0.061726831591625494,-0.06172642044023624,-0.06843881732032414,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,18,-0.05308449855752967,-0.05341269498362908,-0.04865362916751986,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,19,-0.0678108332821013,-0.06744783637368634,-0.06674352075970685,False,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,20,-0.06256373926866225,-0.06256750325217023,-0.06625492653659681,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,21,-0.060352990256882816,-0.06035210477490552,-0.06635807533882543,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,22,-0.06095956528809121,-0.06133493615916227,-0.05964484125309705,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,23,-0.06507852605210915,-0.06499444994702772,-0.0771753654566012,False,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
E3_MouseGastrulationData_full,24,-0.062193670112219414,-0.06209103565285695,-0.06387561863475205,True,-0.06439043209218488,-0.06447490006595043,-0.07391589810947796
