seed,variant,step,time,local_velocity_alignment_A,branch_cohesion_C,lineage_separation_S,fate_entropy_H,branch_imbalance_B,local_density_mean,local_density_var,n_agents,per_lineage_counts
23,M7_ot_swarm_birth_death_diffusion,2,14.75,0.6556329131126404,0.8963438329253078,17.220126966787166,0.1544955334299933,0.0507497116493656,0.3497243928689246,0.1240342078203373,867,"{""erythroid"": 303, ""mesoderm_muscle"": 304, ""neural"": 260}"
23,M7_ot_swarm_birth_death_diffusion,3,15.0,0.6973028182983398,0.890057486608418,17.17273952065814,0.1564542914487984,0.0486358244365361,0.3444666979778811,0.1149438875421725,843,"{""erythroid"": 290, ""mesoderm_muscle"": 297, ""neural"": 256}"
23,M8_ot_swarm_birth_death_diffusion_cci,0,14.25,0.5750555992126465,0.9010405907451552,17.27945550070031,0.1469101367146256,0.0088888888888888,0.3349597890618296,0.1199172617168179,900,"{""erythroid"": 302, ""mesoderm_muscle"": 303, ""neural"": 295}"
23,M8_ot_swarm_birth_death_diffusion_cci,1,14.5,0.6153374314308167,0.9012654560233267,17.28260773417365,0.1500114718373094,0.0388127853881278,0.3450296810815996,0.1259299117495869,876,"{""erythroid"": 304, ""mesoderm_muscle"": 302, ""neural"": 270}"
23,M8_ot_swarm_birth_death_diffusion_cci,2,14.75,0.6556335687637329,0.8963434016783183,17.220108482704184,0.1544955334299933,0.0507497116493656,0.3497257356797388,0.1240336186859539,867,"{""erythroid"": 303, ""mesoderm_muscle"": 304, ""neural"": 260}"
23,M8_ot_swarm_birth_death_diffusion_cci,3,15.0,0.6973034739494324,0.8900569935717769,17.172707237208023,0.1564542914487984,0.0486358244365361,0.3444683247089434,0.1149431787461456,843,"{""erythroid"": 290, ""mesoderm_muscle"": 297, ""neural"": 256}"
23,M9_full_memory,0,14.25,0.5691440105438232,0.9010405907451552,17.27945550070031,0.1469101367146256,0.0088888888888888,0.3349597890618296,0.1199172617168179,900,"{""erythroid"": 302, ""mesoderm_muscle"": 303, ""neural"": 295}"
23,M9_full_memory,1,14.5,0.6104965806007385,0.9012472491088502,17.288784998240157,0.1500114718373094,0.0388127853881278,0.3449568269903197,0.1258691257232024,876,"{""erythroid"": 304, ""mesoderm_muscle"": 302, ""neural"": 270}"
23,M9_full_memory,2,14.75,0.6517844796180725,0.8962618513240777,17.23032409576404,0.1544955334299933,0.0507497116493656,0.3495672533816316,0.1241304035805839,867,"{""erythroid"": 303, ""mesoderm_muscle"": 304, ""neural"": 260}"
23,M9_full_memory,3,15.0,0.6947217583656311,0.8899813264094423,17.185836669071307,0.1564542914487984,0.0486358244365361,0.3447677067164147,0.1148199807633108,843,"{""erythroid"": 290, ""mesoderm_muscle"": 297, ""neural"": 256}"
42,M7_ot_swarm_birth_death_diffusion,0,14.25,0.5805476307868958,0.903071330410386,17.335505980778947,0.1454558958135815,0.01,0.3354138851913627,0.1177731294970717,900,"{""erythroid"": 304, ""mesoderm_muscle"": 295, ""neural"": 301}"
42,M7_ot_swarm_birth_death_diffusion,1,14.5,0.6165359616279602,0.8958638984211064,17.242563924986754,0.1526744873400515,0.0254041570438799,0.3400000573613176,0.1156862593332062,866,"{""erythroid"": 284, ""mesoderm_muscle"": 280, ""neural"": 302}"
42,M7_ot_swarm_birth_death_diffusion,2,14.75,0.6568762063980103,0.8939320129581777,17.146830889990156,0.1551012797827181,0.031578947368421,0.3484874870439778,0.1148515152200253,855,"{""erythroid"": 286, ""mesoderm_muscle"": 271, ""neural"": 298}"
42,M7_ot_swarm_birth_death_diffusion,3,15.0,0.699617326259613,0.8902646889095801,17.094237363127135,0.1629896396457637,0.0200235571260306,0.3495032629922924,0.1151810516225709,849,"{""erythroid"": 280, ""mesoderm_muscle"": 276, ""neural"": 293}"
42,M8_ot_swarm_birth_death_diffusion_cci,0,14.25,0.5805441737174988,0.903071330410386,17.335505980778947,0.1454558958135815,0.01,0.3354138851913627,0.1177731294970717,900,"{""erythroid"": 304, ""mesoderm_muscle"": 295, ""neural"": 301}"
42,M8_ot_swarm_birth_death_diffusion_cci,1,14.5,0.6165206432342529,0.8958642466801381,17.242549599640014,0.1526744873400515,0.0254041570438799,0.3400008321681366,0.1156856768308511,866,"{""erythroid"": 284, ""mesoderm_muscle"": 280, ""neural"": 302}"
42,M8_ot_swarm_birth_death_diffusion_cci,2,14.75,0.6568746566772461,0.8939333851490511,17.146797513790084,0.1551012797827181,0.031578947368421,0.3484910996312406,0.1148495788590094,855,"{""erythroid"": 286, ""mesoderm_muscle"": 271, ""neural"": 298}"
42,M8_ot_swarm_birth_death_diffusion_cci,3,15.0,0.699609637260437,0.890267846309629,17.09413655499223,0.1629896396457637,0.0200235571260306,0.3495157302268775,0.1151746813115171,849,"{""erythroid"": 280, ""mesoderm_muscle"": 276, ""neural"": 293}"
