comparison,internal_effect_size,external_effect_size,internal_normalized_separation_effect,external_normalized_separation_effect,internal_z_scored_effect,external_z_scored_effect,effect_direction_match,alignment_effect_match,separation_effect_match,entropy_effect_match,density_effect_match,teacher_backend_internal,teacher_backend_external,lineage_validated_external,interpretation
internal_vs_external_e1,-0.2658223551991732,-1.1248865582615797,-0.015338364238392604,-0.11663322340303667,-8.049224396053482,-26.129770395832224,True,True,True,True,False,native_moscot,native_moscot,False,Direction of condensation-before-divergence matches; magnitudes are not directly comparable without normalization and E1 lacks clone barcodes.
