comparison,broad_communication_niche_tier,strict_morphogen_family_tier,strongest_strict_family,broad_acceptable_datasets,broad_activation_support_datasets,strict_acceptable_modules,strict_weak_modules,interpretation
broad_vs_strict,acceptable,weak,FGF_niche,2,2,0,6,distributed_extracellular_niche_more_robust_than_single_family
