seed,time,event,parent_index,lineage,variant,step
17,15.0,birth,770,mesoderm_muscle,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,778,neural,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,781,neural,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,783,neural,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,785,erythroid,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,787,mesoderm_muscle,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,790,mesoderm_muscle,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,801,neural,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,804,erythroid,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,811,erythroid,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,830,erythroid,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,833,mesoderm_muscle,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,846,neural,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,849,erythroid,M7_ot_swarm_birth_death_diffusion,3
17,15.0,birth,852,erythroid,M7_ot_swarm_birth_death_diffusion,3
17,14.25,death,9,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,12,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,15,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,18,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,42,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,44,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,56,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,58,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,60,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,79,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,82,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,85,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,107,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,114,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,127,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,131,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,132,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,141,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,152,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,160,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,164,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,165,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,176,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,178,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,186,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,198,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,202,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,211,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,214,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,221,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,227,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,233,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,239,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,240,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,241,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,251,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,269,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,273,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,277,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,292,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,322,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,323,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,328,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,334,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,338,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,339,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,340,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,367,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,368,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,370,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,374,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,377,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,379,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,381,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,387,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,392,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,399,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,405,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,407,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,408,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,412,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,419,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,430,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,438,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,452,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,457,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,461,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,464,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,467,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,468,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,472,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,479,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,482,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,492,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,493,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,501,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,503,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,531,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,535,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,536,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,539,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,548,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,555,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,557,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,566,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,567,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,579,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,582,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,586,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,593,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,635,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,640,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,659,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,673,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,677,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,679,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,680,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,685,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,695,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,706,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,711,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,715,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,719,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,725,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,730,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,740,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,743,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,744,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,747,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,751,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,753,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,764,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,779,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,781,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,790,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,804,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,808,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,824,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,826,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,836,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,838,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,840,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,847,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,853,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,866,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,868,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,869,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,877,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,887,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,death,893,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,1,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,7,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,10,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,11,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,13,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,27,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,31,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,33,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,38,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,51,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,55,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,64,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,65,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,109,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,112,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,117,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,128,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,157,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,159,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,183,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,195,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,200,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,216,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,218,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,219,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,228,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,243,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,249,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,259,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,261,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,267,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,281,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,286,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,290,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,296,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,297,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,309,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,311,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,327,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,342,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,345,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,364,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,366,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,383,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,385,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,388,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,394,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,398,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,402,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,406,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,421,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,423,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,428,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,434,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,440,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,455,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,463,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,465,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,474,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,494,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,498,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,502,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,506,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,525,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,526,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,528,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,537,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,561,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,562,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,564,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,568,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,575,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,581,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,583,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,587,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,590,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,603,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,613,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,617,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,628,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,629,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,632,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,639,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,647,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,654,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,660,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,664,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,691,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,696,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,697,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,700,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,703,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,732,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,734,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,742,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,759,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,767,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,783,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,799,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,801,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,806,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,816,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,822,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,827,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,830,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,837,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,851,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,862,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,874,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,876,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,881,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,885,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,886,erythroid,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.25,birth,896,neural,M8_ot_swarm_birth_death_diffusion_cci,0
17,14.5,death,5,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,10,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,23,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,41,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,45,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,51,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,55,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,63,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,75,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,78,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,84,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,95,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,111,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,122,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,132,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,136,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,139,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,141,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,149,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,151,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,161,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,166,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,171,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,172,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,178,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,189,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,220,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,238,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,244,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,249,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,256,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,260,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,266,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,268,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,283,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,288,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,295,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,302,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,311,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,312,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,315,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,317,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,326,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,363,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,368,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,378,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,382,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,389,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,392,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,394,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,444,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,457,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,460,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,474,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,487,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,490,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,503,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,537,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,548,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,554,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,555,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,572,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,579,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,587,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,597,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,606,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,613,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,620,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,628,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,630,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,637,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,641,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,644,neural,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,647,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,652,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,659,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,661,mesoderm_muscle,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,674,erythroid,M8_ot_swarm_birth_death_diffusion_cci,1
17,14.5,death,684,neural,M8_ot_swarm_birth_death_diffusion_cci,1
