seed,variant,branch_event_step,event_definition,local_velocity_alignment_A_pre_mean,local_velocity_alignment_A_post_mean,local_velocity_alignment_A_effect,branch_cohesion_C_pre_mean,branch_cohesion_C_post_mean,branch_cohesion_C_effect,lineage_separation_S_pre_mean,lineage_separation_S_post_mean,lineage_separation_S_effect,fate_entropy_H_pre_mean,fate_entropy_H_post_mean,fate_entropy_H_effect,branch_imbalance_B_pre_mean,branch_imbalance_B_post_mean,branch_imbalance_B_effect,local_density_mean_pre_mean,local_density_mean_post_mean,local_density_mean_effect,n_agents_pre_mean,n_agents_post_mean,n_agents_effect,normalized_separation_effect
17,external_data_order_parameters,4,max_alignment_condensation_entropy_change,-0.02840026309117748,0.0011644345495153063,0.029564697640692788,0.9807001041795986,0.984244436174275,0.0035443319946764085,6.041455242962071,10.11786868030604,4.0764134373439695,0.10613136165764647,0.7906482059725939,0.6845168443149474,0.9719670689696707,0.5344906349931475,-0.43747643397652314,0.14412457078218865,0.13088969195509725,-0.0132348788270914,3159.0,6567.0,3408.0,0.6747403189145106
