dataset,expression_branch_window_score,fate_entropy_baseline_score
internal_native,2.1187442029739243,0.24777860939502716
E1_MouseGastrulationData,2.0966969468676036,0.8765691518783569
E3_MouseGastrulationData_full,0.3772324051238445,1.0532244443893433
E5_zebrafish_Farrell,3.4204419485840005,0.4585499167442322
GSE154572_EB_proxy,0.5485558950360455,1.0663093328475952
