dataset_id,event_time_numeric,pre_time_numeric,post_time_numeric,lineage_separation_effect,post_event_divergence_effect,normalized_separation_effect,alignment_effect,entropy_effect,density_effect,branch_window_score,branch_event_detected,condensation_before_divergence,reason,teacher_backend,native_moscot_success,independence_tier,external_support_tier,interpretation
V2_GSE154572_EB_WT_cluster_proxy,4.0,0.0,7.0,0.04989441948809725,1.1348492754192514,0.11302166783891622,-0.17736757192509012,-0.05100512504577637,-0.1329320001137547,0.08131601954557507,True,False,,native_moscot,True,independent_non_e1_system_but_cluster_proxy,weak,a branch event is detected but condensation-before-divergence direction is incomplete
