tf_name,devvcell_system,stage,stage_num,target_stage,response_amplitude,fate_displacement,recovery_cost,recovery_probability,alignment_with_normal_transition,devvcell_priority_score,rescue_candidate,best_rescue_fraction,rescue_candidate_status,matched_global_grn_targets,matched_system_targets
Lef1,erythroid,Theiler stage 15,15,Theiler stage 16,0.8457189798355103,0.845719039440155,0.8457189798355103,0.0339496776678516,-0.0007027224055491,0.6669700902954203,not_observed,0.0,not_observed,10,24
Satb1,neural,Theiler stage 12,12,Theiler stage 13,0.8173165917396545,0.8173165321350098,0.6544424891230489,0.0729653975414169,0.0372750610113143,0.5203752443922943,Glis3,0.1992790850726875,observed_in_rescue_table,10,6
Eya1,erythroid,Theiler stage 15,15,Theiler stage 16,0.7871475219726562,0.7871474027633667,0.7604702544715998,0.0477449957838097,-0.018642958253622,0.6874957220103752,Eya2,0.0338910645798657,observed_in_rescue_table,10,27
Rfx4,erythroid,Theiler stage 15,15,Theiler stage 16,0.7649812698364258,0.7649813890457153,0.6049453874777434,0.0889410445164806,-0.0506117343902587,0.7101176189887484,Satb1,0.209202353925479,observed_in_rescue_table,10,0
Lef1,erythroid,Theiler stage 13,13,Theiler stage 14,0.7644565105438232,0.7644565105438232,0.7644565105438232,0.0469897379700232,0.055445946753025,0.6669700902954203,not_observed,0.0,not_observed,10,24
Satb2,erythroid,Theiler stage 15,15,Theiler stage 16,0.7427763342857361,0.7427762746810913,0.6526067958056291,0.073503137748225,-0.0337311476469039,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,17
Eya1,erythroid,Theiler stage 13,13,Theiler stage 14,0.7296504974365234,0.7296504378318787,0.7049218653071712,0.0596245747885086,0.0213613472878932,0.6874957220103752,Eya2,0.0338910645798657,observed_in_rescue_table,10,27
Nrg1,erythroid,Theiler stage 15,15,Theiler stage 16,0.6767497658729553,0.6767497658729553,0.6767497658729553,0.0667367793499428,-0.0205108225345611,0.562445635633383,not_observed,0.0,not_observed,10,17
Rfx4,erythroid,Theiler stage 13,13,Theiler stage 14,0.6208080053329468,0.6208080053329468,0.4909335092815129,0.1403334311235018,-0.008973597548902,0.7101176189887484,Satb1,0.209202353925479,observed_in_rescue_table,10,0
Pax3,erythroid,Theiler stage 15,15,Theiler stage 16,0.6184559464454651,0.6184560656547546,0.6184559464454651,0.0842620422048269,-0.0197525769472122,0.5626863715216118,not_observed,0.0,not_observed,10,17
Zbtb16,erythroid,Theiler stage 15,15,Theiler stage 16,0.5804153680801392,0.5804154872894287,0.5804153680801392,0.0981104423285861,0.0083220126107335,0.532417423355394,not_observed,0.0,not_observed,10,26
Eya4,erythroid,Theiler stage 15,15,Theiler stage 16,0.5794117450714111,0.5794118046760559,0.5794117450714111,0.0985050975579667,-0.124589167535305,0.5801603409284204,not_observed,0.0,not_observed,10,16
Nrg1,erythroid,Theiler stage 13,13,Theiler stage 14,0.5728484392166138,0.5728486776351929,0.5728484392166138,0.1011254193396512,0.0054587922058999,0.562445635633383,not_observed,0.0,not_observed,10,17
Satb1,erythroid,Theiler stage 15,15,Theiler stage 16,0.5586590766906738,0.558659017086029,0.447330007020204,0.1670737365007897,-0.0616346597671508,0.5203752443922943,Glis3,0.1992790850726875,observed_in_rescue_table,10,23
Prox1,erythroid,Theiler stage 15,15,Theiler stage 16,0.5471804738044739,0.5471805334091187,0.5471804738044739,0.1120598813987959,-0.0339636951684951,0.6226286711254221,not_observed,0.0,not_observed,10,0
Glis3,erythroid,Theiler stage 15,15,Theiler stage 16,0.5375241041183472,0.5375239849090576,0.5375241041183472,0.1164729273232076,-0.0102288546040654,0.5658900407020623,not_observed,0.0,not_observed,10,0
Eya1,erythroid,Theiler stage 14,14,Theiler stage 15,0.5343165993690491,0.5343165993690491,0.5162080409937385,0.1268395770320549,0.0165467225015163,0.6874957220103752,Eya2,0.0338910645798657,observed_in_rescue_table,10,27
Pax3,erythroid,Theiler stage 13,13,Theiler stage 14,0.5305842757225037,0.5305842757225037,0.5305842757225037,0.1197514297997172,0.000435909256339,0.5626863715216118,not_observed,0.0,not_observed,10,17
Eya4,erythroid,Theiler stage 13,13,Theiler stage 14,0.5172194838523865,0.5172194242477417,0.5172194838523865,0.1263274497680035,-0.0295142848044633,0.5801603409284204,not_observed,0.0,not_observed,10,16
Lef1,erythroid,Theiler stage 14,14,Theiler stage 15,0.5119171142578125,0.5119171738624573,0.5119171142578125,0.1290354047266264,0.0458960980176925,0.6669700902954203,not_observed,0.0,not_observed,10,24
Zbtb16,erythroid,Theiler stage 13,13,Theiler stage 14,0.5119038820266724,0.5119040608406067,0.5119038820266724,0.1290422346125765,-0.0011292450362816,0.532417423355394,not_observed,0.0,not_observed,10,26
Rfx4,erythroid,Theiler stage 14,14,Theiler stage 15,0.4882572889328003,0.4882572591304779,0.3861127147667857,0.2134290416714683,-0.0180186610668897,0.7101176189887484,Satb1,0.209202353925479,observed_in_rescue_table,10,0
Prox1,erythroid,Theiler stage 13,13,Theiler stage 14,0.4719996154308319,0.4719996750354767,0.4719996154308319,0.1513744876548551,-0.0260428208857774,0.6226286711254221,not_observed,0.0,not_observed,10,0
Satb2,neural,Theiler stage 18,18,Theiler stage 19,0.4485299587249756,0.4485297799110412,0.3940805403659163,0.2067340361286773,0.1323550045490265,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,7
Satb1,erythroid,Theiler stage 13,13,Theiler stage 14,0.44024658203125,0.4402466118335724,0.3525146459576846,0.2441289807236105,0.02466706559062,0.5203752443922943,Glis3,0.1992790850726875,observed_in_rescue_table,10,23
Glis3,erythroid,Theiler stage 13,13,Theiler stage 14,0.4387812912464142,0.4387813210487366,0.4387812912464142,0.1728856017135645,0.0483704917132854,0.5658900407020623,not_observed,0.0,not_observed,10,0
Lef1,neural,Theiler stage 13,13,Theiler stage 14,0.4374520778656006,0.437452107667923,0.4374520778656006,0.1738072571163596,0.3636498153209686,0.6669700902954203,not_observed,0.0,not_observed,10,3
Satb2,erythroid,Theiler stage 16,16,Theiler stage 17,0.4283235073089599,0.4283235371112823,0.3763270567066816,0.2219488726911504,-0.0710832774639129,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,17
Nrg1,erythroid,Theiler stage 14,14,Theiler stage 15,0.42458176612854,0.4245817363262176,0.42458176612854,0.182989397584806,-0.0173974819481372,0.562445635633383,not_observed,0.0,not_observed,10,17
Otx2,erythroid,Theiler stage 13,13,Theiler stage 14,0.4242450892925262,0.4242450892925262,0.4242450892925262,0.1832359967616091,-0.0217829197645187,0.5197067146592651,not_observed,0.0,not_observed,10,0
Satb2,mesoderm_muscle,Theiler stage 18,18,Theiler stage 19,0.4192660748958587,0.4192661345005035,0.3683691538057713,0.2291275106736682,-0.0721407085657119,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,33
Satb2,mesoderm_muscle,Theiler stage 17,17,Theiler stage 18,0.4174115359783172,0.4174115657806396,0.3667397471529093,0.2306257554308849,0.1861719936132431,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,33
Otx2,erythroid,Theiler stage 15,15,Theiler stage 16,0.4165878295898437,0.4165877997875213,0.4165878295898437,0.1889351738315177,-0.0136221861466765,0.5197067146592651,not_observed,0.0,not_observed,10,0
Satb2,erythroid,Theiler stage 13,13,Theiler stage 14,0.4159019291400909,0.4159019291400909,0.3654133994542194,0.2318525666697048,-0.0111907729879021,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,17
Eya1,mesoderm_muscle,Theiler stage 13,13,Theiler stage 14,0.4109062850475311,0.4109062254428863,0.3969802336047126,0.2043500274959075,-0.0756492614746093,0.6874957220103752,Eya2,0.0338910645798657,observed_in_rescue_table,10,22
Eya1,neural,Theiler stage 13,13,Theiler stage 14,0.4101274013519287,0.4101274907588959,0.396227747106738,0.2049660366541862,0.0553886517882347,0.6874957220103752,Eya2,0.0338910645798657,observed_in_rescue_table,10,8
Satb2,erythroid,Theiler stage 14,14,Theiler stage 15,0.3979380428791046,0.3979379832744598,0.3496302441329445,0.246961956488204,-0.0170545391738414,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,17
Lef1,mesoderm_muscle,Theiler stage 13,13,Theiler stage 14,0.3953123688697815,0.3953123986721039,0.3953123688697815,0.205717898086448,0.1962084472179412,0.6669700902954203,not_observed,0.0,not_observed,10,22
Eya1,neural,Theiler stage 18,18,Theiler stage 19,0.3924713134765625,0.3924714028835296,0.3791700428457836,0.2194391795087149,-0.0830999463796615,0.6874957220103752,Eya2,0.0338910645798657,observed_in_rescue_table,10,8
Satb2,erythroid,Theiler stage 18,18,Theiler stage 19,0.3783601522445678,0.3783600628376007,0.3324290169453224,0.2645523655771807,0.0441374592483043,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,17
Rfx4,neural,Theiler stage 13,13,Theiler stage 14,0.3779742419719696,0.377974271774292,0.298901140828235,0.3025210057842795,-0.1259587854146957,0.7101176189887484,Satb1,0.209202353925479,observed_in_rescue_table,10,0
Lef1,neural,Theiler stage 14,14,Theiler stage 15,0.3750169277191162,0.3750170171260834,0.3750169277191162,0.2231150523212083,0.1697336733341217,0.6669700902954203,not_observed,0.0,not_observed,10,3
Eya1,erythroid,Theiler stage 18,18,Theiler stage 19,0.3697912991046905,0.3697913587093353,0.3572586783056611,0.2395400355094438,-0.013632615096867,0.6874957220103752,Eya2,0.0338910645798657,observed_in_rescue_table,10,27
Nrg1,neural,Theiler stage 13,13,Theiler stage 14,0.3689627945423126,0.3689628541469574,0.3689627945423126,0.2285840784392466,-0.0696677863597869,0.562445635633383,not_observed,0.0,not_observed,10,4
Satb2,mesoderm_muscle,Theiler stage 15,15,Theiler stage 16,0.3689624667167663,0.3689624965190887,0.3241721660506516,0.2734357331148171,0.2431160062551498,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,33
Lef1,mesoderm_muscle,Theiler stage 14,14,Theiler stage 15,0.3687156736850738,0.3687156438827514,0.3687156736850738,0.2288101417244052,0.0829146057367324,0.6669700902954203,not_observed,0.0,not_observed,10,22
Lef1,erythroid,Theiler stage 16,16,Theiler stage 17,0.3686992824077606,0.3686993420124054,0.3686992824077606,0.2288251441781589,-0.015937341377139,0.6669700902954203,not_observed,0.0,not_observed,10,24
Satb2,mesoderm_muscle,Theiler stage 16,16,Theiler stage 17,0.368645429611206,0.3686453998088836,0.3238936157521823,0.273740565325773,0.2258667349815368,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,33
Satb2,neural,Theiler stage 17,17,Theiler stage 18,0.3679597079753876,0.3679597079753876,0.3232911374839478,0.2744010518306185,0.152712732553482,0.8485568526711808,Zbtb16,0.1213952765024686,observed_in_rescue_table,10,7
