variant,mean_response,max_response,mean_recovery_probability,n_tfs
no_system_edges,0.5199973921454142,2.48201060295105,0.2445906504420759,12
no_global_grn,0.5029253363609314,2.6596736907958984,0.2534404306163756,8
full_grn,0.4630677873298289,2.410886526107788,0.2797296933852188,12
