model,condition,gene,context,perturbation_label,n_pairs,pair_latent_mse,centroid_latent_mse,effect_cosine,rbf_mmd,condition_mean_pair_latent_mse,condition_centered_pair_latent_mse
identity,NFAT5|unstimulated|NFAT5_2,NFAT5,unstimulated,NFAT5_2,220,0.4231078028678894,0.0067209964618086,,0.1077538728713989,0.3123344331979751,0.1107733696699143
identity,NFATC1|stimulated|NFATC1_2,NFATC1,stimulated,NFATC1_2,220,1.0213543176651,0.0093214139342308,,0.0604238510131835,0.722958219051361,0.29839609861373906
identity,NFATC1|unstimulated|NFATC1_2,NFATC1,unstimulated,NFATC1_2,120,0.7458776235580444,0.010842852294445,,0.1201844811439514,0.5332326292991638,0.21264499425888062
identity,NFKB1|stimulated|NFKB1_2,NFKB1,stimulated,NFKB1_2,220,0.9092156887054444,0.0085142813622951,,0.0568794012069702,0.6850308060646058,0.2241848826408387
identity,NFKB1|unstimulated|NFKB1_2,NFKB1,unstimulated,NFKB1_2,220,0.4942247569561004,0.0098504610359668,,0.0974079370498657,0.36098282039165497,0.13324193656444544
identity,NFKB2|stimulated|NFKB2_2,NFKB2,stimulated,NFKB2_2,220,0.8368010520935059,0.006813685875386,,0.0615651607513427,0.632004463672638,0.2047965884208679
identity,NFKB2|unstimulated|NFKB2_2,NFKB2,unstimulated,NFKB2_2,220,0.6088501811027527,0.0088701769709587,,0.0833621025085449,0.4921493411064148,0.1167008399963379
identity,NR4A1|stimulated|NR4A1_2,NR4A1,stimulated,NR4A1_2,170,0.9089280366897584,0.0222912319004535,,0.0391235947608947,0.7573366045951844,0.15159143209457404
identity,PTPN11|stimulated|PTPN11_2,PTPN11,stimulated,PTPN11_2,220,1.1828083992004397,0.0173970982432365,,0.0401138067245483,0.8686555206775666,0.3141528785228731
identity,PTPN11|unstimulated|PTPN11_2,PTPN11,unstimulated,PTPN11_2,220,0.6233444213867188,0.0068826382048428,,0.1019933819770813,0.43938708305358887,0.18395733833312988
identity,PTPN6|stimulated|PTPN6_2,PTPN6,stimulated,PTPN6_2,220,1.2314836978912354,0.017628539353609,,0.0683591961860656,0.8789913177490234,0.35249238014221196
identity,PTPN6|unstimulated|PTPN6_2,PTPN6,unstimulated,PTPN6_2,220,0.4651156067848205,0.0075019476935267,,0.1248855590820312,0.31928043514490123,0.14583517163991927
identity,RELA|stimulated|RELA_2,RELA,stimulated,RELA_2,220,0.6109755039215088,0.0076463874429464,,0.0726256966590881,0.4360369324684143,0.1749385714530945
identity,RELA|unstimulated|RELA_2,RELA,unstimulated,RELA_2,189,0.855077862739563,0.0169128850102424,,0.1080026626586914,0.6490939617156982,0.20598390102386477
identity,RUNX2|stimulated|RUNX2_2,RUNX2,stimulated,RUNX2_2,220,0.9623970985412598,0.0126231098547577,,0.0712785720825195,0.6799453556537628,0.28245174288749697
identity,RUNX2|unstimulated|RUNX2_2,RUNX2,unstimulated,RUNX2_2,220,0.6388154029846191,0.0122415851801633,,0.1084963679313659,0.4659282833337784,0.17288711965084075
identity,ZAP70|stimulated|ZAP70_2,ZAP70,stimulated,ZAP70_2,220,0.7489660978317261,0.0165387857705354,,0.0753530859947204,0.5488184690475464,0.2001476287841797
identity,ZAP70|unstimulated|ZAP70_2,ZAP70,unstimulated,ZAP70_2,220,0.644620418548584,0.0135950706899166,,0.0762710571289062,0.4854621231555939,0.1591582953929901
global_mean_shift,DOK2|stimulated|DOK2_2,DOK2,stimulated,DOK2_2,220,0.8607076406478882,0.0138511192053556,0.1203275546431541,0.049583613872528,0.6188226252794266,0.24188501536846163
global_mean_shift,DOK2|unstimulated|DOK2_2,DOK2,unstimulated,DOK2_2,220,0.6502219438552856,0.009997222572565,0.2622077763080597,0.0935474038124084,0.47847645580768583,0.17174548804759981
global_mean_shift,EGR1|stimulated|EGR1_2,EGR1,stimulated,EGR1_2,220,0.9986775517463684,0.0115484856069087,0.0017819403437897,0.0960118174552917,0.6749169260263443,0.32376062572002406
global_mean_shift,EGR1|unstimulated|EGR1_2,EGR1,unstimulated,EGR1_2,220,0.6870453357696533,0.0087770093232393,0.3054291009902954,0.1091088056564331,0.5243554174900055,0.16268991827964785
global_mean_shift,EGR2|stimulated|EGR2_2,EGR2,stimulated,EGR2_2,220,0.6033680438995361,0.0128824114799499,-0.1489075720310211,0.0577936768531799,0.4514760047197342,0.15189203917980193
global_mean_shift,EGR2|unstimulated|EGR2_2,EGR2,unstimulated,EGR2_2,220,0.6072788238525391,0.0066369241103529,0.2753280997276306,0.0822575092315673,0.45357854962348937,0.1537002742290497
global_mean_shift,EGR3|stimulated|EGR3_2,EGR3,stimulated,EGR3_2,220,0.7339962124824524,0.0141701838001608,-0.1823228448629379,0.0644991993904113,0.5626832127571106,0.17131299972534175
global_mean_shift,EGR3|unstimulated|EGR3_2,EGR3,unstimulated,EGR3_2,220,0.6235520243644714,0.0089362310245633,0.2688856720924377,0.067192256450653,0.4896995067596436,0.13385251760482786
global_mean_shift,EGR4|stimulated|EGR4_2,EGR4,stimulated,EGR4_2,220,0.7504445910453796,0.0104752350598573,0.1619578599929809,0.0577558875083923,0.5733524680137634,0.17709212303161626
global_mean_shift,EGR4|unstimulated|EGR4_2,EGR4,unstimulated,EGR4_2,220,0.5400838255882263,0.0082444846630096,0.1632310897111892,0.0953076481819152,0.3991843819618225,0.14089944362640383
