model,condition,gene,context,perturbation_label,n_pairs,pair_latent_mse,centroid_latent_mse,effect_cosine,rbf_mmd,condition_mean_pair_latent_mse,condition_centered_pair_latent_mse
gene_context_ridge_residual,PTPN6|unstimulated|PTPN6_2,PTPN6,unstimulated,PTPN6_2,220,0.0838260203599929,0.0044722184538841,0.6537531018257141,0.0406394600868225,0.31928043514490123,-0.23545441478490833
gene_context_ridge_residual,RELA|stimulated|RELA_2,RELA,stimulated,RELA_2,220,0.1325357258319854,0.0061533479019999,0.5662594437599182,0.0628287196159362,0.4360369324684143,-0.3035012066364289
gene_context_ridge_residual,RELA|unstimulated|RELA_2,RELA,unstimulated,RELA_2,189,0.3071790337562561,0.0136957764625549,0.4568213224411011,0.062240183353424,0.6490939617156982,-0.3419149279594421
gene_context_ridge_residual,RUNX2|stimulated|RUNX2_2,RUNX2,stimulated,RUNX2_2,220,0.2025478184223175,0.0165439248085021,0.4106315076351166,0.1290397047996521,0.6799453556537628,-0.4773975372314453
gene_context_ridge_residual,RUNX2|unstimulated|RUNX2_2,RUNX2,unstimulated,RUNX2_2,220,0.189258188009262,0.0121182315051555,0.6998840570449829,0.117258071899414,0.4659282833337784,-0.27667009532451636
gene_context_ridge_residual,ZAP70|stimulated|ZAP70_2,ZAP70,stimulated,ZAP70_2,220,0.2073506116867065,0.0141513654962182,0.5070894360542297,0.1075136661529541,0.5488184690475464,-0.3414678573608399
gene_context_ridge_residual,ZAP70|unstimulated|ZAP70_2,ZAP70,unstimulated,ZAP70_2,220,0.2345502078533172,0.0084650255739688,0.6892487406730652,0.0712131857872009,0.4854621231555939,-0.2509119153022767
gene_context_mlp_residual,DOK2|stimulated|DOK2_2,DOK2,stimulated,DOK2_2,220,0.293854147195816,0.0074992785230278,0.6782695651054382,0.0204859375953674,0.6188226252794266,-0.32496847808361057
gene_context_mlp_residual,DOK2|unstimulated|DOK2_2,DOK2,unstimulated,DOK2_2,220,0.2358255535364151,0.007296422496438,0.5894044041633606,0.0223486423492431,0.47847645580768583,-0.24265090227127073
gene_context_mlp_residual,EGR1|stimulated|EGR1_2,EGR1,stimulated,EGR1_2,220,0.2360305488109588,0.0060182949528098,0.6686370968818665,0.0263605713844299,0.6749169260263443,-0.43888637721538554
gene_context_mlp_residual,EGR1|unstimulated|EGR1_2,EGR1,unstimulated,EGR1_2,220,0.2842367589473724,0.0104791838675737,0.2854050695896148,0.0298853516578674,0.5243554174900055,-0.2401186585426331
gene_context_mlp_residual,EGR2|stimulated|EGR2_2,EGR2,stimulated,EGR2_2,220,0.2471799552440643,0.008113395422697,0.5181261301040649,0.0314794182777404,0.4514760047197342,-0.2042960494756699
gene_context_mlp_residual,EGR2|unstimulated|EGR2_2,EGR2,unstimulated,EGR2_2,220,0.2360071539878845,0.0074905529618263,0.3716542720794678,0.0243516564369201,0.45357854962348937,-0.21757139563560488
gene_context_mlp_residual,EGR3|stimulated|EGR3_2,EGR3,stimulated,EGR3_2,220,0.3274138569831848,0.0125222606584429,0.2240660637617111,0.0367829799652099,0.5626832127571106,-0.23526935577392583
gene_context_mlp_residual,EGR3|unstimulated|EGR3_2,EGR3,unstimulated,EGR3_2,220,0.2973130941390991,0.0125461537390947,0.2641926109790802,0.0308395624160766,0.4896995067596436,-0.19238641262054446
gene_context_mlp_residual,EGR4|stimulated|EGR4_2,EGR4,stimulated,EGR4_2,220,0.3466456532478332,0.0095730368047952,0.4333124756813049,0.0292394161224365,0.5733524680137634,-0.2267068147659302
gene_context_mlp_residual,EGR4|unstimulated|EGR4_2,EGR4,unstimulated,EGR4_2,220,0.2013571560382843,0.0110721746459603,0.3169603645801544,0.0358877182006835,0.3991843819618225,-0.19782722592353819
gene_context_mlp_residual,FOS|stimulated|FOS_2,FOS,stimulated,FOS_2,220,0.313222199678421,0.0067314966581761,0.6653002500534058,0.0265637040138244,0.7448100358247757,-0.43158783614635465
gene_context_mlp_residual,FOS|unstimulated|FOS_2,FOS,unstimulated,FOS_2,220,0.2018840312957763,0.0105671547353267,0.5325144529342651,0.030225932598114,0.4280483067035675,-0.22616427540779122
gene_context_mlp_residual,JUND|stimulated|JUND_2,JUND,stimulated,JUND_2,220,0.2177182286977768,0.0101706385612487,0.5626218318939209,0.0325979590415954,0.6073170870542526,-0.3895988583564758
gene_context_mlp_residual,JUND|unstimulated|JUND_2,JUND,unstimulated,JUND_2,220,0.1734903454780578,0.0058255614712834,0.6422534584999084,0.0234851837158203,0.3817464023828506,-0.20825605690479282
gene_context_mlp_residual,JUN|stimulated|JUN_2,JUN,stimulated,JUN_2,212,0.5701603889465332,0.0099947322160005,0.6062415242195129,0.031146764755249,0.9765030145645142,-0.40634262561798096
gene_context_mlp_residual,JUN|unstimulated|JUN_2,JUN,unstimulated,JUN_2,220,0.2629061341285705,0.0118226632475852,0.3551021218299866,0.0324129462242126,0.4575215667486191,-0.1946154326200486
gene_context_mlp_residual,LAT|stimulated|LAT_2,LAT,stimulated,LAT_2,220,0.3052490353584289,0.0145584139972925,0.5864201188087463,0.0375792980194091,0.9029881030321121,-0.5977390676736831
gene_context_mlp_residual,LAT|unstimulated|LAT_2,LAT,unstimulated,LAT_2,220,0.2038949728012085,0.0070675215683877,0.5985617637634277,0.0240692496299743,0.472952663898468,-0.2690576910972595
gene_context_mlp_residual,LCK|stimulated|LCK_2,LCK,stimulated,LCK_2,220,0.2574020624160766,0.0101759303361177,0.7549811005592346,0.0386250019073486,0.8282479584217072,-0.5708458960056306
gene_context_mlp_residual,LCK|unstimulated|LCK_2,LCK,unstimulated,LCK_2,220,0.2974043786525726,0.0082116853445768,0.6986020803451538,0.0268625617027282,0.5443524062633515,-0.2469480276107789
gene_context_mlp_residual,NFAT5|stimulated|NFAT5_2,NFAT5,stimulated,NFAT5_2,220,0.2178921997547149,0.007438713684678,0.6309215426445007,0.0285886526107788,0.6076467245817184,-0.3897545248270035
gene_context_mlp_residual,NFAT5|unstimulated|NFAT5_2,NFAT5,unstimulated,NFAT5_2,220,0.1494853347539901,0.0101547511294484,0.4126094281673431,0.0518083572387695,0.3123344331979751,-0.162849098443985
gene_context_mlp_residual,NFATC1|stimulated|NFATC1_2,NFATC1,stimulated,NFATC1_2,220,0.3088093400001526,0.0078029935248196,0.4696520566940307,0.0378127098083496,0.722958219051361,-0.41414887905120845
gene_context_mlp_residual,NFATC1|unstimulated|NFATC1_2,NFATC1,unstimulated,NFATC1_2,120,0.2310049682855606,0.0131948282942175,0.3372549712657928,0.0417014956474304,0.5332326292991638,-0.3022276610136032
gene_context_mlp_residual,NFKB1|stimulated|NFKB1_2,NFKB1,stimulated,NFKB1_2,220,0.3932543396949768,0.0060652466490864,0.5758772492408752,0.0196329355239868,0.6850308060646058,-0.29177646636962895
gene_context_mlp_residual,NFKB1|unstimulated|NFKB1_2,NFKB1,unstimulated,NFKB1_2,220,0.1765783429145813,0.0089904628694057,0.4292640089988708,0.033034861087799,0.36098282039165497,-0.18440447747707367
gene_context_mlp_residual,NFKB2|stimulated|NFKB2_2,NFKB2,stimulated,NFKB2_2,220,0.3697982430458069,0.0100582800805568,0.367629200220108,0.0379122495651245,0.632004463672638,-0.2622062206268311
gene_context_mlp_residual,NFKB2|unstimulated|NFKB2_2,NFKB2,unstimulated,NFKB2_2,220,0.3200797438621521,0.0181054510176181,0.2105096876621246,0.0494027733802795,0.4921493411064148,-0.17206959724426268
gene_context_mlp_residual,NR4A1|stimulated|NR4A1_2,NR4A1,stimulated,NR4A1_2,170,0.5492135286331177,0.0233666114509105,0.220677763223648,0.0505381226539611,0.7573366045951844,-0.2081230759620667
gene_context_mlp_residual,PTPN11|stimulated|PTPN11_2,PTPN11,stimulated,PTPN11_2,220,0.4554325044155121,0.0110586024820804,0.6220014095306396,0.0349873304367065,0.8686555206775666,-0.4132230162620545
gene_context_mlp_residual,PTPN11|unstimulated|PTPN11_2,PTPN11,unstimulated,PTPN11_2,220,0.1782074570655822,0.0066595207899808,0.5386053919792175,0.0310339331626892,0.43938708305358887,-0.2611796259880067
gene_context_mlp_residual,PTPN6|stimulated|PTPN6_2,PTPN6,stimulated,PTPN6_2,220,0.3966075778007507,0.0133976358920335,0.5082218647003174,0.0493531823158264,0.8789913177490234,-0.4823837399482727
gene_context_mlp_residual,PTPN6|unstimulated|PTPN6_2,PTPN6,unstimulated,PTPN6_2,220,0.1120612844824791,0.0052986214868724,0.5601695775985718,0.0294005870819091,0.31928043514490123,-0.20721915066242214
gene_context_mlp_residual,RELA|stimulated|RELA_2,RELA,stimulated,RELA_2,220,0.2107969224452972,0.006051649339497,0.5301846265792847,0.0307446718215942,0.4360369324684143,-0.22524001002311708
gene_context_mlp_residual,RELA|unstimulated|RELA_2,RELA,unstimulated,RELA_2,189,0.3685439825057983,0.0128869833424687,0.4940691590309143,0.0394514203071594,0.6490939617156982,-0.28054997920989994
gene_context_mlp_residual,RUNX2|stimulated|RUNX2_2,RUNX2,stimulated,RUNX2_2,220,0.2941352128982544,0.0174008812755346,0.2806534171104431,0.0541453957557678,0.6799453556537628,-0.3858101427555084
gene_context_mlp_residual,RUNX2|unstimulated|RUNX2_2,RUNX2,unstimulated,RUNX2_2,220,0.2271416038274765,0.01036028098315,0.6707896590232849,0.0508468747138977,0.4659282833337784,-0.2387866795063019
gene_context_mlp_residual,ZAP70|stimulated|ZAP70_2,ZAP70,stimulated,ZAP70_2,220,0.2614293098449707,0.0108470972627401,0.5951842069625854,0.044571042060852,0.5488184690475464,-0.2873891592025757
gene_context_mlp_residual,ZAP70|unstimulated|ZAP70_2,ZAP70,unstimulated,ZAP70_2,220,0.258874773979187,0.0075601646676659,0.6803874373435974,0.0246661305427551,0.4854621231555939,-0.22658734917640688
