clone_id,clone_size,clone_start_time,clone_end_time,clone_time_span,initial_cell_state,terminal_fate_entropy,terminal_lineage_entropy,clone_multilineage_score,clone_branch_count,clone_fate_diversification_index,clone_reprogramming_success_split,clone_state_transition_entropy,terminal_sampling_depth,event_time_used,pre_event_cells,branch_window_condensation_exposure,global_centroid_condensation_exposure,same_lineage_centroid_condensation_exposure,alignment_exposure,fate_entropy_exposure,density_exposure,post_event_divergence_exposure,teacher_velocity_bias_exposure
1027,28,2.5,5.0,2.5,MEP,0.5915444566761221,0.5915444566761221,4,4,0.2592592592592593,,0.5870640747062166,27,2.5,28,-1.088252427227052,-3.3380946787075128,-2.8618013056395015,1.0000000000000002,1.0,20.600466961371847,3.45004835823885,-0.064325997773363
1029,10,2.5,5.0,2.5,MEP,0.945530556033441,0.945530556033441,4,4,0.6666666666666667,,0.9349775297640167,9,2.5,10,-0.8778521818157502,-3.765465577986588,-2.39362384580845,1.0000000000000002,1.0,15.7077233572814,4.157462527596476,0.5135737858812854
1033,10,5.0,5.0,0.0,Mono,0.7298466991593667,0.7298466991593667,3,3,0.30000000000000004,,0.7298466991593667,10,2.5,10,-1.5606841670990779,-4.822993705620969,-1.8066360090703024,1.0000000000000002,1.0,20.93043812602723,4.822993705620969,-0.4918730610923293
1034,14,2.5,5.0,2.5,MEP,0.0,0.0,1,1,0.0,,0.3712323266379903,13,2.5,14,-2.1244497525897383,-3.6585100289954497,-2.2080699385524856,1.0000000000000002,1.0,21.528235452323,3.9385153662530015,-0.7299759751249929
1035,5,5.0,5.0,0.0,Mono,0.0,0.0,1,1,0.0,,0.0,5,2.5,5,-1.5331626780909997,-4.61266343922575,-1.5331626780909997,1.0000000000000002,1.0,24.343366759174742,4.61266343922575,-0.9761098893414826
1036,6,2.5,5.0,2.5,MPP/GMP,0.0,0.0,1,1,0.0,,0.6500224216454689,5,2.5,6,-2.376628213379289,-5.9258209523910805,-3.1930861705456377,1.0000000000000002,1.0,16.37391238205166,6.582025614127423,-0.6251953584175751
1040,10,5.0,5.0,0.0,Mono,0.7298466991593667,0.7298466991593667,3,3,0.30000000000000004,,0.7298466991593667,10,2.5,10,-1.4172094682950882,-2.8277643602449847,-3.3275753415223606,1.0000000000000002,1.0,16.143678657399672,2.8277643602449847,0.5249371931144358
1043,9,5.0,5.0,0.0,Mono,0.0,0.0,1,1,0.0,,0.0,9,2.5,9,-2.479128684206308,-5.865626643761833,-3.123345824688448,1.0000000000000002,1.0,24.635490913829315,5.865626643761833,-0.9351120966233685
1050,35,5.0,5.0,0.0,Mono,0.897870357760742,0.897870357760742,5,5,0.6857142857142857,,0.897870357760742,35,2.5,35,-0.8544369987172468,-5.27613327408865,-2.2425905058635816,1.0000000000000002,1.0,20.50495041528137,5.27613327408865,0.2382089380286674
1057,8,2.5,5.0,2.5,Mono,0.591672778579442,0.591672778579442,2,2,0.1428571428571429,,0.543564443196711,7,2.5,8,-1.9611848643943603,-4.831787312171184,-2.216194283628409,1.0000000000000002,1.0,15.517928734796778,4.344114141649554,-0.8473479932722386
106,5,2.5,5.0,2.5,MPP,0.0,0.0,1,1,0.0,,0.7219280948844771,4,2.5,5,-1.741386932411865,-4.895112570964544,-1.801252701336002,1.0000000000000002,1.0,18.42134610365411,5.612047074348361,-0.5939194992293922
1062,5,2.5,5.0,2.5,Unk_3,0.0,0.0,1,1,0.0,,0.9709505944517833,3,2.5,2,-0.26618251651010394,-7.594599158195882,-0.26618251651010394,1.0000000000000002,1.0,4.440170951282809,4.780232103443259,-0.5115968270041518
1063,7,2.5,5.0,2.5,MPP/GMP,0.9709505944517833,0.9709505944517833,2,2,0.4,,0.9211854965856692,5,2.5,2,-0.0994953181757934,-1.1585316221544515,-1.1906566938827179,1.0000000000000002,1.0,11.974170418564986,5.053547397735403,0.9974673302909858
1065,10,2.5,5.0,2.5,Neutro,0.6500224216454689,0.6500224216454689,2,2,0.16666666666666663,,0.46899559358639586,6,2.5,4,-1.1432701516643102,-2.805551679587915,-1.1432701516643102,1.0000000000000002,1.0,12.478697157928904,3.966160461882163,0.7393679857929646
1066,8,2.5,5.0,2.5,Baso/Eos,0.591672778579442,0.591672778579442,2,2,0.1428571428571429,,0.543564443196711,7,2.5,8,-0.9063271221012366,-10.05810191281276,-3.7641237754867336,1.0000000000000002,1.0,58.578912615825374,10.500729601555953,0.675150181596117
1072,7,2.5,5.0,2.5,Neutro,0.9206198357115741,0.9206198357115741,3,3,0.5,,0.8699155297708953,6,2.5,7,-1.4246733441208301,-6.036278659788559,-2.5607415909841675,1.0000000000000002,1.0,13.658761294786919,6.2714742581087295,-0.07742881794499112
1079,6,2.5,5.0,2.5,Unk_2,0.9182958340516042,0.9182958340516042,2,2,0.33333333333333337,,0.9206198357115741,3,2.5,3,-0.13896833305594067,-0.7676131916919285,-0.6726651766033683,1.0000000000000002,1.0,8.85389635190545,4.462725825631877,0.9918078975072895
1080,11,2.5,5.0,2.5,MPP,0.8194483718700727,0.8194483718700727,3,3,0.375,,0.8596610491943585,8,2.5,3,-0.12675547094595083,-2.7749694982299693,-1.2592966328681223,1.0000000000000002,1.0,8.558094885547634,6.6504096939752335,0.9930040350532341
1081,9,2.5,5.0,2.5,Unk_3,0.9182958340516042,0.9182958340516042,2,2,0.33333333333333337,,0.8763576394869671,6,2.5,3,-1.1298618362255903,-5.798547501198665,-1.292029674283351,1.0000000000000002,1.0,4.276937523908766,4.121261162551036,-0.024908679217459522
1082,6,2.5,5.0,2.5,Unk_2,0.9709505944517833,0.9709505944517833,2,2,0.4,,0.9206198357115741,5,2.5,6,-0.5792519263274079,-4.219315135726097,-1.2877587860078379,1.0000000000000002,1.0,17.326644686795554,4.836311528506764,0.2994287185178815
1084,10,2.5,5.0,2.5,Mono,0.0,0.0,1,1,0.0,,0.0,9,2.5,10,-2.5542939785739236,-2.816675244446952,-2.9971895660948227,1.0000000000000002,1.0,18.93461744727811,2.4947628515980287,-0.48964611001202407
1087,5,2.5,5.0,2.5,Ery/Meg,0.8112781244562475,0.8112781244562475,2,2,0.25,,0.7219280948844771,4,2.5,5,-0.18448607469979456,-7.983915253208627,-1.166022151142587,1.0000000000000002,1.0,14.195793324384017,8.746220995819863,0.9851112119595953
1090,5,2.5,5.0,2.5,MPP/GMP,0.9463946303544555,0.9463946303544555,3,3,0.5,,0.9609640474407958,4,2.5,5,-2.026786048044501,-5.6947734745280725,-2.7239963315736886,1.0000000000000002,1.0,25.86707123585166,6.4827507283622055,0.2628933705974531
1091,43,2.5,5.0,2.5,MPP,0.38648288909567863,0.38648288909567863,3,3,0.11904761904761907,,0.3788326735310574,42,2.5,43,-1.7580922997076185,-3.455360464367552,-2.8211900272560193,1.0000000000000002,1.0,19.872957413280663,3.522391028353855,-0.4015346536138088
1093,5,2.5,5.0,2.5,Neutro,0.0,0.0,1,1,0.0,,0.9709505944517833,2,2.5,3,-1.2613140879731168,-3.7980282381623063,-1.8311909792668304,1.0000000000000002,1.0,6.593299383263986,3.0747396458992107,0.45414046960932675
1094,23,2.5,5.0,2.5,Neutro,0.8232208952091832,0.8232208952091832,4,4,0.47619047619047616,,0.8008504792695877,21,2.5,2,-1.5818522931399908,-5.366799805760323,-5.267210436662234,1.0000000000000002,1.0,7.882737949782524,7.55297508931397,0.7617888476922718
1096,19,2.5,5.0,2.5,MPP,0.8830374409520277,0.8830374409520277,3,3,0.4666666666666667,,0.8863092876845813,15,2.5,4,-0.0970578990518168,-2.5290537021890014,-1.3194550130875102,1.0000000000000002,1.0,11.103220953586511,6.35221707034411,0.9882235314807674
1097,22,2.5,5.0,2.5,MPP/GMP,0.7861758316514086,0.7861758316514086,4,4,0.5238095238095238,,0.8212119808831021,21,2.5,22,-0.7507713566763766,-3.756657078584105,-2.410670622237468,1.0000000000000002,1.0,16.32989904415185,3.895938368136385,-0.2965359172272078
110,7,5.0,5.0,0.0,Mono,0.9141008920158344,0.9141008920158344,3,3,0.5714285714285714,,0.9141008920158344,7,2.5,7,-1.2224340918758771,-3.1164181533263076,-2.7243220638222314,1.0000000000000002,1.0,16.45361891754563,3.1164181533263076,0.6645137257771727
1101,42,2.5,5.0,2.5,MPP/GMP,0.8581194998859931,0.8581194998859931,5,5,0.575,,0.851490021279346,40,2.5,2,-0.09659917643943453,-4.087843093931327,-1.6170666990427978,1.0000000000000002,1.0,9.42069947902857,6.970310949464681,0.8614449721193642
