dataset_id,exposure,clone_splitting_score,control,permutation_p,negative_control_clean
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,terminal_lineage_entropy,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,terminal_lineage_entropy,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,terminal_lineage_entropy,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,terminal_lineage_entropy,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_multilineage_score,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_multilineage_score,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_multilineage_score,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_multilineage_score,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_multilineage_score,clone_label_shuffle,0.3137254901960784,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_multilineage_score,time_label_shuffle,0.4158415841584158,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_multilineage_score,branch_label_shuffle,0.423841059602649,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_multilineage_score,teacher_velocity_shuffle,0.4228855721393035,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_multilineage_score,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_multilineage_score,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_multilineage_score,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_multilineage_score,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_multilineage_score,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_multilineage_score,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_multilineage_score,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_multilineage_score,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_multilineage_score,clone_label_shuffle,0.5294117647058824,False
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_multilineage_score,time_label_shuffle,0.504950495049505,False
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_multilineage_score,branch_label_shuffle,0.5298013245033113,False
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_multilineage_score,teacher_velocity_shuffle,0.5472636815920398,False
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_multilineage_score,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_multilineage_score,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_multilineage_score,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_multilineage_score,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_branch_count,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_branch_count,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_branch_count,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_branch_count,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_branch_count,clone_label_shuffle,0.5882352941176471,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_branch_count,time_label_shuffle,0.6039603960396039,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_branch_count,branch_label_shuffle,0.5165562913907285,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_branch_count,teacher_velocity_shuffle,0.4925373134328358,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_branch_count,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_branch_count,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_branch_count,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_branch_count,teacher_velocity_shuffle,0.009950248756218905,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_branch_count,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_branch_count,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_branch_count,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_branch_count,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_branch_count,clone_label_shuffle,0.5490196078431373,False
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_branch_count,time_label_shuffle,0.504950495049505,False
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_branch_count,branch_label_shuffle,0.4768211920529801,False
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_branch_count,teacher_velocity_shuffle,0.472636815920398,False
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_branch_count,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_branch_count,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_branch_count,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_branch_count,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_fate_diversification_index,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_fate_diversification_index,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_fate_diversification_index,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_fate_diversification_index,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_fate_diversification_index,clone_label_shuffle,0.0784313725490196,True
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_fate_diversification_index,time_label_shuffle,0.07920792079207921,True
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_fate_diversification_index,branch_label_shuffle,0.059602649006622516,True
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_fate_diversification_index,teacher_velocity_shuffle,0.06467661691542288,True
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_fate_diversification_index,clone_label_shuffle,0.19607843137254902,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_fate_diversification_index,time_label_shuffle,0.22772277227722773,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_fate_diversification_index,branch_label_shuffle,0.19205298013245034,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_fate_diversification_index,teacher_velocity_shuffle,0.20398009950248755,False
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_fate_diversification_index,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_fate_diversification_index,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_fate_diversification_index,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_fate_diversification_index,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_fate_diversification_index,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_fate_diversification_index,time_label_shuffle,0.039603960396039604,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_fate_diversification_index,branch_label_shuffle,0.026490066225165563,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_fate_diversification_index,teacher_velocity_shuffle,0.029850746268656716,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_fate_diversification_index,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_fate_diversification_index,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_fate_diversification_index,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_fate_diversification_index,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_state_transition_entropy,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_state_transition_entropy,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_state_transition_entropy,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,branch_window_condensation_exposure,clone_state_transition_entropy,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_state_transition_entropy,clone_label_shuffle,0.5490196078431373,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_state_transition_entropy,time_label_shuffle,0.5544554455445545,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_state_transition_entropy,branch_label_shuffle,0.5364238410596026,False
Jindal_2023_NatureBiotechnology_LSK_RNA,global_centroid_condensation_exposure,clone_state_transition_entropy,teacher_velocity_shuffle,0.5522388059701493,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_state_transition_entropy,clone_label_shuffle,0.3137254901960784,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_state_transition_entropy,time_label_shuffle,0.2376237623762376,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_state_transition_entropy,branch_label_shuffle,0.24503311258278146,False
Jindal_2023_NatureBiotechnology_LSK_RNA,same_lineage_centroid_condensation_exposure,clone_state_transition_entropy,teacher_velocity_shuffle,0.22388059701492538,False
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_state_transition_entropy,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_state_transition_entropy,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_state_transition_entropy,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,density_exposure,clone_state_transition_entropy,teacher_velocity_shuffle,0.004975124378109453,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_state_transition_entropy,clone_label_shuffle,0.058823529411764705,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_state_transition_entropy,time_label_shuffle,0.0297029702970297,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_state_transition_entropy,branch_label_shuffle,0.033112582781456956,True
Jindal_2023_NatureBiotechnology_LSK_RNA,post_event_divergence_exposure,clone_state_transition_entropy,teacher_velocity_shuffle,0.029850746268656716,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_state_transition_entropy,clone_label_shuffle,0.0196078431372549,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_state_transition_entropy,time_label_shuffle,0.009900990099009901,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_state_transition_entropy,branch_label_shuffle,0.006622516556291391,True
Jindal_2023_NatureBiotechnology_LSK_RNA,teacher_velocity_bias_exposure,clone_state_transition_entropy,teacher_velocity_shuffle,0.004975124378109453,True
