clone_id,clone_size,clone_start_time,clone_end_time,clone_time_span,initial_cell_state,terminal_fate_entropy,terminal_lineage_entropy,clone_multilineage_score,clone_branch_count,clone_fate_diversification_index,clone_reprogramming_success_split,clone_state_transition_entropy,terminal_sampling_depth,event_time_used,pre_event_cells,branch_window_condensation_exposure,global_centroid_condensation_exposure,same_lineage_centroid_condensation_exposure,alignment_exposure,fate_entropy_exposure,density_exposure,post_event_divergence_exposure,teacher_velocity_bias_exposure
1061,17,4.0,6.0,2.0,undiff,0.6643574057094952,0.6643574057094952,3,3,0.2666666666666667,,0.8136524099195105,15,2,17,-0.5750266459461619,-2.418579369902387,-0.5750266459461619,1.0,0.28875486964178393,4076.058587271911,2.6140457287460084,-0.007730549346481365
1062,7,2.0,6.0,4.0,Mast,0.7219280948844771,0.7219280948844771,2,2,0.19999999999999996,,0.591672778579442,5,2,7,-0.7725414842990538,-5.9748956279381105,-0.7725414842990538,1.0,0.2626495351628339,326.3718097509367,5.865167392047732,-0.056702576139418516
1064,5,2.0,6.0,4.0,undiff,0.9999999999971146,0.9999999999971146,2,2,0.5,,0.7219280948844771,2,2,5,-1.382634555409499,-2.994775535672841,-1.382634555409499,1.0,0.2965217290983021,879.9798970122938,3.1197633164499474,0.36265994746199637
1065,20,4.0,6.0,2.0,undiff,0.6450756427226509,0.6450756427226509,3,3,0.23529411764705888,,0.7799302846641685,17,2,20,-0.8615462824544444,-2.5772184200079553,-0.8615462824544444,1.0,0.28664787538089015,4110.95994631923,2.805873098799034,0.02074046848708292
1066,31,2.0,6.0,4.0,undiff,0.23519338181635613,0.23519338181635613,2,2,0.038461538461538436,,0.475612207972924,26,2,2,-3.932193963567038,-3.9361285846747442,-3.932193963567038,0.9999999999999998,0.404392061428559,1.5122788755483954,4.984469351295996,0.23533432699010834
1067,9,4.0,6.0,2.0,undiff,0.0,0.0,1,1,0.0,,0.0,6,2,9,-1.0444583254379554,-2.1769426532922243,-1.0444583254379554,1.0,0.29322242706691964,1625.0001892668406,2.341583735107191,0.43495939497443437
1068,9,4.0,6.0,2.0,undiff,0.6500224216454689,0.6500224216454689,2,2,0.16666666666666663,,0.5032583347727604,6,2,9,-1.8665361145171486,-2.640785631750855,-1.8665361145171486,1.0,0.23534584988694368,1645.0947226415492,2.800863306276818,0.24521028156090022
1069,5,4.0,6.0,2.0,undiff,0.0,0.0,1,1,0.0,,0.0,1,2,5,-1.6602189596889292,-2.2076719332886983,-1.6602189596889292,0.9999999999999998,0.394539844932651,891.0937763425376,2.6302194837161106,0.6159188808940645
107,8,4.0,6.0,2.0,undiff,0.0,0.0,1,1,0.0,,0.0,7,2,8,-0.7132367121548403,-1.9542695065922095,-0.7132367121548403,1.0,0.2683550075547091,2754.043950651624,2.062917871017287,0.30646857990360477
1070,42,4.0,6.0,2.0,undiff,0.8590643294399906,0.8590643294399906,4,4,0.6486486486486487,,0.8531254779841595,37,2,42,-0.8143315918100995,-6.66473113291995,-0.8143315918100995,1.0,0.26264953516283396,857.910273582708,6.767705690334413,0.09219843060648178
1074,10,2.0,6.0,4.0,undiff,0.0,0.0,1,1,0.0,,0.9709505944517833,1,2,3,-12.459694201867011,-12.538420966651628,-12.459694201867011,0.9999999999999997,0.5781000645755147,2.6398237259284634,13.663928595687134,0.4711104881944627
1076,18,4.0,6.0,2.0,undiff,0.8024052436677905,0.8024052436677905,3,3,0.5,,0.7777220320674044,16,2,18,-0.703491715960094,-3.0798665774248306,-0.703491715960094,1.0,0.2875930300404046,3732.3913804857593,3.253823472858197,0.15055578767002048
